cust,monthly_bill,tax_body,biz_type,total_yards,compost,garbage,recycle,needed_recycle,needed_compost,enough_recycle_compost,compost_cost,garbage_cost,recycle_cost
11760,4606.93,C,LODGING,72,0,18,54,9,6,0,0,1188.51,1041.4
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11766,3884.06,C,RESTAURANT,88,0,36,52,18,12,0,0,10117.17,2569.6
11788,1158.56,C,MULTIFAMIL,7.92,0.48,6,1.44,3,2,0,0,1158.56,0
11788,1158.56,C,MULTIFAMIL,7.92,0.48,6,1.44,3,2,0,0,1158.56,0
11788,1158.56,C,MULTIFAMIL,7.92,0.48,6,1.44,3,2,0,0,1158.56,0
11788,1158.56,C,MULTIFAMIL,7.92,0.48,6,1.44,3,2,0,0,1158.56,0
11788,1158.56,C,MULTIFAMIL,7.92,0.48,6,1.44,3,2,0,0,1158.56,0
11806,793.4,C,MULTIFAMIL,4,0,4,0,2,1,0,0,793.4,0
11807,557.56,COUNTY,WINERY,6.96,0,2,4.96,1,1,0,0,482.56,75
11807,557.56,COUNTY,WINERY,6.96,0,2,4.96,1,1,0,0,482.56,75
11807,557.56,COUNTY,WINERY,6.96,0,2,4.96,1,1,0,0,482.56,75
11808,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11808,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11841,1522.1,COUNTY,WINERY,4,0,4,0,2,1,0,0,1447.1,0
11850,195.74,S,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,97.87,0
11850,195.74,S,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,97.87,0
11850,195.74,S,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,97.87,0
11852,32.62,S,MULTIFAMIL,1.12,0.48,0.16,0.48,0,0,1,0,32.62,0
11852,32.62,S,MULTIFAMIL,1.12,0.48,0.16,0.48,0,0,1,0,32.62,0
11852,32.62,S,MULTIFAMIL,1.12,0.48,0.16,0.48,0,0,1,0,32.62,0
11861,1150.37,COUNTY,WINERY,6.48,0.48,2,4,1,1,0,0,482.56,667.81
11861,1150.37,COUNTY,WINERY,6.48,0.48,2,4,1,1,0,0,482.56,667.81
11861,1150.37,COUNTY,WINERY,6.48,0.48,2,4,1,1,0,0,482.56,667.81
11870,97.87,S,WINERY,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11870,97.87,S,WINERY,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11890,97.87,S,RETAIL,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11890,97.87,S,RETAIL,0.96,0,0.48,0.48,0,0,1,0,97.87,0
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11911,318.1,S,RESTAURANT,8.16,5.76,0.48,1.92,0,0,1,0,97.87,220.23
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11920,2596.5,COUNTY,MEDICAL,15.84,0,12,3.84,6,4,0,0,2596.5,0
11956,65.25,S,RETAIL,0.8,0,0.32,0.48,0,0,1,0,65.25,0
11956,65.25,S,RETAIL,0.8,0,0.32,0.48,0,0,1,0,65.25,0
11972,2348.22,Y,HOA,12,0,8,4,4,3,0,0,1598.7,751.37
11972,2348.22,Y,HOA,12,0,8,4,4,3,0,0,1598.7,751.37
11972,2348.22,Y,HOA,12,0,8,4,4,3,0,0,1598.7,751.37
11994,506.7,C,MULTIFAMIL,4.8,0.48,2.4,1.92,1,1,0,0,101.34,0
11994,506.7,C,MULTIFAMIL,4.8,0.48,2.4,1.92,1,1,0,0,101.34,0
11994,506.7,C,MULTIFAMIL,4.8,0.48,2.4,1.92,1,1,0,0,101.34,0
11994,506.7,C,MULTIFAMIL,4.8,0.48,2.4,1.92,1,1,0,0,101.34,0
11994,506.7,C,MULTIFAMIL,4.8,0.48,2.4,1.92,1,1,0,0,101.34,0
12074,103.93,C,UTILITY,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
12074,103.93,C,UTILITY,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
12074,103.93,C,UTILITY,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
12099,97.87,S,DELI/CAFE,0.96,0,0.48,0.48,0,0,1,0,97.87,0
12099,97.87,S,DELI/CAFE,0.96,0,0.48,0.48,0,0,1,0,97.87,0
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12171,743.93,S,CATERING,112.96,11.52,4,97.44,2,1,1,0,668.93,300
12188,2011.34,COUNTY,MEMBER,8.96,0,8,0.96,4,3,0,0,2011.34,0
12188,2011.34,COUNTY,MEMBER,8.96,0,8,0.96,4,3,0,0,2011.34,0
12188,2011.34,COUNTY,MEMBER,8.96,0,8,0.96,4,3,0,0,2011.34,0
12188,2011.34,COUNTY,MEMBER,8.96,0,8,0.96,4,3,0,0,2011.34,0
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12227,3129.38,COUNTY,WINERY,26.560000000000002,6.5600000000000005,16,4,8,5,0,605.47,3412.2,667.81
12263,139.98,S,CHURCH,0.48,0,0.48,0,0,0,1,0,139.98,0
12270,605.47,COUNTY,WINERY,5.4399999999999995,4,0,1.44,0,0,1,605.47,0,0
12270,605.47,COUNTY,WINERY,5.4399999999999995,4,0,1.44,0,0,1,605.47,0,0
12276,134.57,COUNTY,VINEYARD,0.96,0,0.48,0.48,0,0,1,0,134.57,0
12276,134.57,COUNTY,VINEYARD,0.96,0,0.48,0.48,0,0,1,0,134.57,0
12317,1532.6,C,MULTIFAMIL,8,0,4,4,2,1,0,0,822.1,610.5
12317,1532.6,C,MULTIFAMIL,8,0,4,4,2,1,0,0,822.1,610.5
12347,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
12347,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
12347,482.56,COUNTY,VINEYARD,2.96,0.48,2,0.48,1,1,0,0,482.56,0
12359,1460.92,S,WINERY,12.32,0.32,0,12,0,0,1,0,0,1460.92
12359,1460.92,S,WINERY,12.32,0.32,0,12,0,0,1,0,0,1460.92
12359,1460.92,S,WINERY,12.32,0.32,0,12,0,0,1,0,0,1460.92
12379,34.64,C,RETAIL,0.64,0,0.16,0.48,0,0,1,0,34.64,0
12379,34.64,C,RETAIL,0.64,0,0.16,0.48,0,0,1,0,34.64,0
12383,33.75,Y,WINERY,0.64,0,0.16,0.48,0,0,1,0,33.75,0
12383,33.75,Y,WINERY,0.64,0,0.16,0.48,0,0,1,0,33.75,0
12413,417.56,S,WINERY,7.359999999999999,0.48,0.96,5.92,0,0,1,0,97.87,148.41
12413,417.56,S,WINERY,7.359999999999999,0.48,0.96,5.92,0,0,1,0,97.87,148.41
12413,417.56,S,WINERY,7.359999999999999,0.48,0.96,5.92,0,0,1,0,97.87,148.41
12413,417.56,S,WINERY,7.359999999999999,0.48,0.96,5.92,0,0,1,0,97.87,148.41
12413,417.56,S,WINERY,7.359999999999999,0.48,0.96,5.92,0,0,1,0,97.87,148.41
12415,2271.94,COUNTY,WINERY,12,0,6,6,3,2,0,0,1298.25,973.69
12415,2271.94,COUNTY,WINERY,12,0,6,6,3,2,0,0,1298.25,973.69
12446,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
12446,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
12446,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
12469,1558.21,COUNTY,WINERY,8.32,0.32,4,4,2,1,0,0,890.4,667.81
12469,1558.21,COUNTY,WINERY,8.32,0.32,4,4,2,1,0,0,890.4,667.81
12469,1558.21,COUNTY,WINERY,8.32,0.32,4,4,2,1,0,0,890.4,667.81
12470,482.56,COUNTY,POLICEFIRE,2.96,0,2,0.96,1,1,0,0,482.56,0
12470,482.56,COUNTY,POLICEFIRE,2.96,0,2,0.96,1,1,0,0,482.56,0
12522,44.86,COUNTY,CONTRACTOR,0.64,0,0.16,0.48,0,0,1,0,44.86,0
12522,44.86,COUNTY,CONTRACTOR,0.64,0,0.16,0.48,0,0,1,0,44.86,0
12731,34.64,C,OFFICE BLD,0.64,0,0.16,0.48,0,0,1,0,34.64,0
12731,34.64,C,OFFICE BLD,0.64,0,0.16,0.48,0,0,1,0,34.64,0
12740,67.49,Y,OFFICE BLD,1.28,0.48,0.32,0.48,0,0,1,0,67.49,0
12740,67.49,Y,OFFICE BLD,1.28,0.48,0.32,0.48,0,0,1,0,67.49,0
12740,67.49,Y,OFFICE BLD,1.28,0.48,0.32,0.48,0,0,1,0,67.49,0
12752,89.71,COUNTY,COMMUNITY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
12752,89.71,COUNTY,COMMUNITY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
12752,89.71,COUNTY,COMMUNITY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
12848,134.57,COUNTY,WINERY,1.92,0.48,0.48,0.96,0,0,1,0,134.57,0
12848,134.57,COUNTY,WINERY,1.92,0.48,0.48,0.96,0,0,1,0,134.57,0
12848,134.57,COUNTY,WINERY,1.92,0.48,0.48,0.96,0,0,1,0,134.57,0
12848,134.57,COUNTY,WINERY,1.92,0.48,0.48,0.96,0,0,1,0,134.57,0
12917,810.72,C,MULTIFAMIL,7.68,1.44,3.84,2.4,2,1,1,0,101.34,0
12917,810.72,C,MULTIFAMIL,7.68,1.44,3.84,2.4,2,1,1,0,101.34,0
12917,810.72,C,MULTIFAMIL,7.68,1.44,3.84,2.4,2,1,1,0,101.34,0
12917,810.72,C,MULTIFAMIL,7.68,1.44,3.84,2.4,2,1,1,0,101.34,0
12917,810.72,C,MULTIFAMIL,7.68,1.44,3.84,2.4,2,1,1,0,101.34,0
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
12929,3553.81,Y,LODGING-FW,61.76,5.76,36,20,18,12,0,0,7002.539999999999,2364.26
13041,166.73,S,OFFICE BLD,2.56,0.8,0.32,1.44,0,0,1,0,93.32,73.41
13041,166.73,S,OFFICE BLD,2.56,0.8,0.32,1.44,0,0,1,0,93.32,73.41
13041,166.73,S,OFFICE BLD,2.56,0.8,0.32,1.44,0,0,1,0,93.32,73.41
13041,166.73,S,OFFICE BLD,2.56,0.8,0.32,1.44,0,0,1,0,93.32,73.41
13041,166.73,S,OFFICE BLD,2.56,0.8,0.32,1.44,0,0,1,0,93.32,73.41
13066,44.86,COUNTY,OFFICE BLD,1.12,0.48,0.16,0.48,0,0,1,0,44.86,0
13066,44.86,COUNTY,OFFICE BLD,1.12,0.48,0.16,0.48,0,0,1,0,44.86,0
13066,44.86,COUNTY,OFFICE BLD,1.12,0.48,0.16,0.48,0,0,1,0,44.86,0
13130,269.14,COUNTY,MULTIFAMIL,1.92,0,0.96,0.96,0,0,1,0,269.14,0
13130,269.14,COUNTY,MULTIFAMIL,1.92,0,0.96,0.96,0,0,1,0,269.14,0
13130,269.14,COUNTY,MULTIFAMIL,1.92,0,0.96,0.96,0,0,1,0,269.14,0
13130,269.14,COUNTY,MULTIFAMIL,1.92,0,0.96,0.96,0,0,1,0,269.14,0
13143,147.96,S,VINEYARD,1.1199999999999999,0,0.16,0.96,0,0,1,0,47.03,100.93
13143,147.96,S,VINEYARD,1.1199999999999999,0,0.16,0.96,0,0,1,0,47.03,100.93
13143,147.96,S,VINEYARD,1.1199999999999999,0,0.16,0.96,0,0,1,0,47.03,100.93
13144,735.49,S,LODGING,10.4,0.96,8,1.44,4,3,0,66.56,1337.86,0
13144,735.49,S,LODGING,10.4,0.96,8,1.44,4,3,0,66.56,1337.86,0
13144,735.49,S,LODGING,10.4,0.96,8,1.44,4,3,0,66.56,1337.86,0
13144,735.49,S,LODGING,10.4,0.96,8,1.44,4,3,0,66.56,1337.86,0
13144,735.49,S,LODGING,10.4,0.96,8,1.44,4,3,0,66.56,1337.86,0
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13145,3983.89,S,RESTAURANT,125.44,31.68,16,77.75999999999999,8,5,1,0,3662.88,4548.69
13340,134.57,COUNTY,CONTRACTOR,0.96,0,0.48,0.48,0,0,1,0,134.57,0
13340,134.57,COUNTY,CONTRACTOR,0.96,0,0.48,0.48,0,0,1,0,134.57,0
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13431,4095.03,COUNTY,WINERY,34.32,0.32,12,22,6,4,0,72.28,2769.3900000000003,1253.36
13452,1966.06,COUNTY,PARK,10,0,6,4,3,2,0,0,1298.25,667.81
13452,1966.06,COUNTY,PARK,10,0,6,4,3,2,0,0,1298.25,667.81
13457,303.72,Y,OFFICE BLD,3.36,0.48,1.44,1.44,1,0,1,0,101.24,0
13457,303.72,Y,OFFICE BLD,3.36,0.48,1.44,1.44,1,0,1,0,101.24,0
13457,303.72,Y,OFFICE BLD,3.36,0.48,1.44,1.44,1,0,1,0,101.24,0
13457,303.72,Y,OFFICE BLD,3.36,0.48,1.44,1.44,1,0,1,0,101.24,0
13457,303.72,Y,OFFICE BLD,3.36,0.48,1.44,1.44,1,0,1,0,101.24,0
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13557,6836.26,Y,RESTAURANT,208,0,80,128,40,27,0,0,15698.14,300
13636,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13636,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13636,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13636,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13636,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13699,97.87,S,RETAIL,0.96,0,0.48,0.48,0,0,1,0,97.87,0
13699,97.87,S,RETAIL,0.96,0,0.48,0.48,0,0,1,0,97.87,0
13711,1252.72,COUNTY,VINEYARD,4,0,4,0,2,1,0,0,1252.72,0
13720,101.24,Y,LODGING,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
13720,101.24,Y,LODGING,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
13720,101.24,Y,LODGING,1.44,0.48,0.48,0.48,0,0,1,0,101.24,0
13735,965.4,COUNTY,WINERY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,75
13735,965.4,COUNTY,WINERY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,75
13735,965.4,COUNTY,WINERY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,75
13735,965.4,COUNTY,WINERY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,75
13735,965.4,COUNTY,WINERY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,75
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13760,130.5,S,WINERY,2.56,0.96,0.64,0.96,0,0,1,0,130.5,0
13843,75,COUNTY,WINERY,16,0,0,16,0,0,1,0,0,150
13843,75,COUNTY,WINERY,16,0,0,16,0,0,1,0,0,150
13865,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
13865,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
13913,727.82,S,SCHOOL,6.88,0,4,2.88,2,1,0,0,727.82,0
13913,727.82,S,SCHOOL,6.88,0,4,2.88,2,1,0,0,727.82,0
13913,727.82,S,SCHOOL,6.88,0,4,2.88,2,1,0,0,727.82,0
13979,708.68,Y,MULTIFAMIL,6.72,0,3.36,3.36,2,1,0,0,101.24,0
13979,708.68,Y,MULTIFAMIL,6.72,0,3.36,3.36,2,1,0,0,101.24,0
14030,44.86,COUNTY,CHURCH,0.64,0,0.16,0.48,0,0,1,0,44.86,0
14030,44.86,COUNTY,CHURCH,0.64,0,0.16,0.48,0,0,1,0,44.86,0
14081,2979.38,COUNTY,WINERY,24,4,16,4,8,5,0,605.47,3412.2,667.81
14081,2979.38,COUNTY,WINERY,24,4,16,4,8,5,0,605.47,3412.2,667.81
14081,2979.38,COUNTY,WINERY,24,4,16,4,8,5,0,605.47,3412.2,667.81
14081,2979.38,COUNTY,WINERY,24,4,16,4,8,5,0,605.47,3412.2,667.81
14177,207.86,C,MEDICAL,1.44,0,0.96,0.48,0,0,1,0,103.93,0
14177,207.86,C,MEDICAL,1.44,0,0.96,0.48,0,0,1,0,103.93,0
14193,439.46,C,MULTIFAMIL,3.92,0.48,2,1.44,1,1,0,0,439.46,0
14193,439.46,C,MULTIFAMIL,3.92,0.48,2,1.44,1,1,0,0,439.46,0
14193,439.46,C,MULTIFAMIL,3.92,0.48,2,1.44,1,1,0,0,439.46,0
14193,439.46,C,MULTIFAMIL,3.92,0.48,2,1.44,1,1,0,0,439.46,0
14193,439.46,C,MULTIFAMIL,3.92,0.48,2,1.44,1,1,0,0,439.46,0
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14209,2671.8,COUNTY,WINERY,58.559999999999995,5.12,36,17.439999999999998,18,12,0,0,7565.400000000001,150
14225,269.14,COUNTY,WINERY,1.92,0,0.96,0.96,0,0,1,0,134.57,0
14225,269.14,COUNTY,WINERY,1.92,0,0.96,0.96,0,0,1,0,134.57,0
14225,269.14,COUNTY,WINERY,1.92,0,0.96,0.96,0,0,1,0,134.57,0
14325,278.4,Y,POSTOFFICE,2.4,0,0.96,1.44,0,0,1,0,101.24,75.92
14325,278.4,Y,POSTOFFICE,2.4,0,0.96,1.44,0,0,1,0,101.24,75.92
14325,278.4,Y,POSTOFFICE,2.4,0,0.96,1.44,0,0,1,0,101.24,75.92
14325,278.4,Y,POSTOFFICE,2.4,0,0.96,1.44,0,0,1,0,101.24,75.92
14334,2866.26,S,MULTIFAMIL,34.88,0,32,2.88,16,11,0,0,2666.26,0
14334,2866.26,S,MULTIFAMIL,34.88,0,32,2.88,16,11,0,0,2666.26,0
14334,2866.26,S,MULTIFAMIL,34.88,0,32,2.88,16,11,0,0,2666.26,0
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14377,1048.95,S,WINERY,43.44,12,6,25.44,3,2,1,0,973.95,150
14379,0,COUNTY,HOSPITAL,17.92,6.4,0,11.52,0,0,1,0,0,0
14379,0,COUNTY,HOSPITAL,17.92,6.4,0,11.52,0,0,1,0,0,0
14379,0,COUNTY,HOSPITAL,17.92,6.4,0,11.52,0,0,1,0,0,0
14379,0,COUNTY,HOSPITAL,17.92,6.4,0,11.52,0,0,1,0,0,0
14381,134.57,COUNTY,MEDICAL,0.96,0,0.48,0.48,0,0,1,0,134.57,0
14381,134.57,COUNTY,MEDICAL,0.96,0,0.48,0.48,0,0,1,0,134.57,0
14520,34.64,C,WINERY,0.64,0,0.16,0.48,0,0,1,0,34.64,0
14520,34.64,C,WINERY,0.64,0,0.16,0.48,0,0,1,0,34.64,0
14553,103.93,C,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
14553,103.93,C,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
14553,103.93,C,CHURCH,1.44,0.48,0.48,0.48,0,0,1,0,103.93,0
14590,2283.3,COUNTY,WINERY,16.96,0,6,10.96,3,2,0,0,2133.3,150
14590,2283.3,COUNTY,WINERY,16.96,0,6,10.96,3,2,0,0,2133.3,150
