cust,monthly_bill,tax_body,biz_type,total_yards,compost,garbage,recycle,needed_recycle,needed_compost,enough_recycle_compost,compost_cost,garbage_cost,recycle_cost
8213,65.24,S,DUPLEX,1.76,0.48,0.32,0.96,0,0,1,0,65.24,0
8213,65.24,S,DUPLEX,1.76,0.48,0.32,0.96,0,0,1,0,65.24,0
8213,65.24,S,DUPLEX,1.76,0.48,0.32,0.96,0,0,1,0,65.24,0
8213,65.24,S,DUPLEX,1.76,0.48,0.32,0.96,0,0,1,0,65.24,0
8327,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8327,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8327,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8626,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8626,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8626,89.71,COUNTY,WINERY,1.28,0.48,0.32,0.48,0,0,1,0,89.71,0
8657,97.87,S,RESTAURANT,1.44,0,0.48,0.96,0,0,1,0,97.87,0
8657,97.87,S,RESTAURANT,1.44,0,0.48,0.96,0,0,1,0,97.87,0
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8747,583.49,COUNTY,WINERY,4.4,0.48,2,1.92,1,1,0,0,482.56,100.93
8758,1130.67,COUNTY,WINERY,5.4399999999999995,0,4,1.44,2,1,0,0,1005.67,75
8758,1130.67,COUNTY,WINERY,5.4399999999999995,0,4,1.44,2,1,0,0,1005.67,75
8758,1130.67,COUNTY,WINERY,5.4399999999999995,0,4,1.44,2,1,0,0,1005.67,75
8758,1130.67,COUNTY,WINERY,5.4399999999999995,0,4,1.44,2,1,0,0,1005.67,75
8758,1130.67,COUNTY,WINERY,5.4399999999999995,0,4,1.44,2,1,0,0,1005.67,75
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8800,304.02,C,MULTIFAMIL,2.88,0.48,1.44,0.96,1,0,0,0,304.02,0
8818,370.07,COUNTY,WINERY,2.4,0.48,0.96,0.96,0,0,1,0,269.14,100.93
8818,370.07,COUNTY,WINERY,2.4,0.48,0.96,0.96,0,0,1,0,269.14,100.93
8818,370.07,COUNTY,WINERY,2.4,0.48,0.96,0.96,0,0,1,0,269.14,100.93
8818,370.07,COUNTY,WINERY,2.4,0.48,0.96,0.96,0,0,1,0,269.14,100.93
8818,370.07,COUNTY,WINERY,2.4,0.48,0.96,0.96,0,0,1,0,269.14,100.93
8883,482.56,COUNTY,CONTRACTOR,2.48,0,2,0.48,1,1,0,0,482.56,0
8883,482.56,COUNTY,CONTRACTOR,2.48,0,2,0.48,1,1,0,0,482.56,0
8959,844.48,COUNTY,WINERY,4.96,0.96,2,2,1,1,0,0,482.56,361.92
8959,844.48,COUNTY,WINERY,4.96,0.96,2,2,1,1,0,0,482.56,361.92
8959,844.48,COUNTY,WINERY,4.96,0.96,2,2,1,1,0,0,482.56,361.92
8959,844.48,COUNTY,WINERY,4.96,0.96,2,2,1,1,0,0,482.56,361.92
9090,177.16,Y,WINERY,1.44,0,0.48,0.96,0,0,1,0,101.24,75.92
9090,177.16,Y,WINERY,1.44,0,0.48,0.96,0,0,1,0,101.24,75.92
9090,177.16,Y,WINERY,1.44,0,0.48,0.96,0,0,1,0,101.24,75.92
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9121,1624.18,COUNTY,WINERY,40.400000000000006,0.48,6,33.92,3,2,0,0,1298.25,400.93
9195,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9195,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9195,134.57,COUNTY,WINERY,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9349,72.9,COUNTY,WINERY,0.64,0,0.16,0.48,0,0,1,0,72.9,0
9349,72.9,COUNTY,WINERY,0.64,0,0.16,0.48,0,0,1,0,72.9,0
9368,1638.21,COUNTY,WINERY,8.96,0.96,4,4,2,1,0,0,890.4,667.81
9368,1638.21,COUNTY,WINERY,8.96,0.96,4,4,2,1,0,0,890.4,667.81
9368,1638.21,COUNTY,WINERY,8.96,0.96,4,4,2,1,0,0,890.4,667.81
9368,1638.21,COUNTY,WINERY,8.96,0.96,4,4,2,1,0,0,890.4,667.81
9376,1185.33,S,RESTAURANT,50.32000000000001,44.32000000000001,0,6,0,0,1,454.87,0,730.46
9376,1185.33,S,RESTAURANT,50.32000000000001,44.32000000000001,0,6,0,0,1,454.87,0,730.46
9376,1185.33,S,RESTAURANT,50.32000000000001,44.32000000000001,0,6,0,0,1,454.87,0,730.46
9376,1185.33,S,RESTAURANT,50.32000000000001,44.32000000000001,0,6,0,0,1,454.87,0,730.46
9376,1185.33,S,RESTAURANT,50.32000000000001,44.32000000000001,0,6,0,0,1,454.87,0,730.46
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9481,1601.16,Y,RESTAURANT,33.44,0,16,17.439999999999998,8,5,0,0,3052.32,150
9784,134.57,COUNTY,VINEYARD,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9784,134.57,COUNTY,VINEYARD,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9784,134.57,COUNTY,VINEYARD,1.44,0.48,0.48,0.48,0,0,1,0,134.57,0
9819,32.62,S,RETAIL,0.64,0,0.16,0.48,0,0,1,0,32.62,0
9819,32.62,S,RETAIL,0.64,0,0.16,0.48,0,0,1,0,32.62,0
9846,97.87,S,COMMUNITY,0.96,0,0.48,0.48,0,0,1,0,97.87,0
9846,97.87,S,COMMUNITY,0.96,0,0.48,0.48,0,0,1,0,97.87,0
9850,253.08,Y,RETAIL,1.92,0,0.48,1.44,0,0,1,0,101.24,151.84
9850,253.08,Y,RETAIL,1.92,0,0.48,1.44,0,0,1,0,101.24,151.84
9850,253.08,Y,RETAIL,1.92,0,0.48,1.44,0,0,1,0,101.24,151.84
9850,253.08,Y,RETAIL,1.92,0,0.48,1.44,0,0,1,0,101.24,151.84
9906,1005.67,COUNTY,CONTRACTOR,4,0,4,0,2,1,0,0,1005.67,0
9910,44.86,COUNTY,POSTOFFICE,0.64,0,0.16,0.48,0,0,1,0,44.86,0
9910,44.86,COUNTY,POSTOFFICE,0.64,0,0.16,0.48,0,0,1,0,44.86,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9920,2317.12,C,MULTIFAMIL,26.4,0.48,24,1.92,12,8,0,0,4634.24,0
9928,269.14,COUNTY,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,134.57,0
9928,269.14,COUNTY,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,134.57,0
9928,269.14,COUNTY,CHURCH,1.92,0.48,0.96,0.48,0,0,1,0,134.57,0
9929,1627.98,C,LODGING,16,0,16,0,8,5,0,0,1627.98,0
9929,1627.98,C,LODGING,16,0,16,0,8,5,0,0,1627.98,0
9964,276.77,C,MEDICAL,2.4,0.96,0.96,0.48,0,0,1,68.91,207.86,0
9964,276.77,C,MEDICAL,2.4,0.96,0.96,0.48,0,0,1,68.91,207.86,0
9964,276.77,C,MEDICAL,2.4,0.96,0.96,0.48,0,0,1,68.91,207.86,0
9964,276.77,C,MEDICAL,2.4,0.96,0.96,0.48,0,0,1,68.91,207.86,0
9964,276.77,C,MEDICAL,2.4,0.96,0.96,0.48,0,0,1,68.91,207.86,0
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10065,2816.91,COUNTY,WINERY,16.4,2.4,6,8,3,2,1,91.52,1298.25,1335.62
10067,5246.71,COUNTY,WINERY,34,0,16,18,8,5,0,0,3873.26,3310.08
10067,5246.71,COUNTY,WINERY,34,0,16,18,8,5,0,0,3873.26,3310.08
10067,5246.71,COUNTY,WINERY,34,0,16,18,8,5,0,0,3873.26,3310.08
10067,5246.71,COUNTY,WINERY,34,0,16,18,8,5,0,0,3873.26,3310.08
10067,5246.71,COUNTY,WINERY,34,0,16,18,8,5,0,0,3873.26,3310.08
10071,3322.57,COUNTY,WINERY,20,4,6,10,3,2,1,762.37,1644.35,915.85
10071,3322.57,COUNTY,WINERY,20,4,6,10,3,2,1,762.37,1644.35,915.85
10071,3322.57,COUNTY,WINERY,20,4,6,10,3,2,1,762.37,1644.35,915.85
10071,3322.57,COUNTY,WINERY,20,4,6,10,3,2,1,762.37,1644.35,915.85
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10076,1898.55,COUNTY,LODGING-FW,18.880000000000003,0.96,16,1.92,8,5,0,91.52,3412.2,100.93
10082,303.72,Y,MULTIFAMIL,2.88,0,1.44,1.44,1,0,1,0,101.24,0
10082,303.72,Y,MULTIFAMIL,2.88,0,1.44,1.44,1,0,1,0,101.24,0
10082,303.72,Y,MULTIFAMIL,2.88,0,1.44,1.44,1,0,1,0,101.24,0
10083,1558.21,COUNTY,UTILITY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,667.81
10083,1558.21,COUNTY,UTILITY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,667.81
10083,1558.21,COUNTY,UTILITY,9.44,0,4,5.4399999999999995,2,1,0,0,890.4,667.81
10103,428.24,C,MULTIFAMIL,2.96,0,2,0.96,1,1,0,0,428.24,0
10103,428.24,C,MULTIFAMIL,2.96,0,2,0.96,1,1,0,0,428.24,0
10103,428.24,C,MULTIFAMIL,2.96,0,2,0.96,1,1,0,0,428.24,0
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10106,1791.03,C,LODGING,19.36,0.48,16,2.88,8,5,0,0,3126.06,228
10112,202.48,Y,CHURCH,2.88,1.44,0.96,0.48,0,0,1,0,101.24,0
10112,202.48,Y,CHURCH,2.88,1.44,0.96,0.48,0,0,1,0,101.24,0
10112,202.48,Y,CHURCH,2.88,1.44,0.96,0.48,0,0,1,0,101.24,0
10139,1511.27,S,STRIP MALL,11.84,0.48,8,3.36,4,3,0,0,1337.86,73.41
10139,1511.27,S,STRIP MALL,11.84,0.48,8,3.36,4,3,0,0,1337.86,73.41
10139,1511.27,S,STRIP MALL,11.84,0.48,8,3.36,4,3,0,0,1337.86,73.41
10139,1511.27,S,STRIP MALL,11.84,0.48,8,3.36,4,3,0,0,1337.86,73.41
10139,1511.27,S,STRIP MALL,11.84,0.48,8,3.36,4,3,0,0,1337.86,73.41
10144,608.04,C,MULTIFAMIL,7.2,1.44,2.88,2.88,1,1,1,0,202.68,0
10144,608.04,C,MULTIFAMIL,7.2,1.44,2.88,2.88,1,1,1,0,202.68,0
10144,608.04,C,MULTIFAMIL,7.2,1.44,2.88,2.88,1,1,1,0,202.68,0
10144,608.04,C,MULTIFAMIL,7.2,1.44,2.88,2.88,1,1,1,0,202.68,0
10144,608.04,C,MULTIFAMIL,7.2,1.44,2.88,2.88,1,1,1,0,202.68,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10145,6451.98,C,MOBILEHOME,206.24,89.28,30.560000000000002,86.4,15,10,1,0,236.46,0
10154,2398.21,C,LODGING,37.919999999999995,0.48,36,1.44,18,12,0,0,7194.63,0
10154,2398.21,C,LODGING,37.919999999999995,0.48,36,1.44,18,12,0,0,7194.63,0
10154,2398.21,C,LODGING,37.919999999999995,0.48,36,1.44,18,12,0,0,7194.63,0
10154,2398.21,C,LODGING,37.919999999999995,0.48,36,1.44,18,12,0,0,7194.63,0
10154,2398.21,C,LODGING,37.919999999999995,0.48,36,1.44,18,12,0,0,7194.63,0
10161,140.51,C,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,140.51,0
10161,140.51,C,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,140.51,0
10174,439.46,C,RETAIL,3.44,0,2,1.44,1,1,0,0,439.46,0
10174,439.46,C,RETAIL,3.44,0,2,1.44,1,1,0,0,439.46,0
10174,439.46,C,RETAIL,3.44,0,2,1.44,1,1,0,0,439.46,0
10174,439.46,C,RETAIL,3.44,0,2,1.44,1,1,0,0,439.46,0
10185,65.25,S,ENTERTAINM,0.8,0,0.32,0.48,0,0,1,0,65.25,0
10185,65.25,S,ENTERTAINM,0.8,0,0.32,0.48,0,0,1,0,65.25,0
10209,255.93,C,POSTOFFICE,2.4,0.48,0.48,1.44,0,0,1,0,103.93,76
10209,255.93,C,POSTOFFICE,2.4,0.48,0.48,1.44,0,0,1,0,103.93,76
10209,255.93,C,POSTOFFICE,2.4,0.48,0.48,1.44,0,0,1,0,103.93,76
10209,255.93,C,POSTOFFICE,2.4,0.48,0.48,1.44,0,0,1,0,103.93,76
10222,138.56,C,OFFICE BLD,1.6,0,0.64,0.96,0,0,1,0,138.56,0
10222,138.56,C,OFFICE BLD,1.6,0,0.64,0.96,0,0,1,0,138.56,0
10222,138.56,C,OFFICE BLD,1.6,0,0.64,0.96,0,0,1,0,138.56,0
10222,138.56,C,OFFICE BLD,1.6,0,0.64,0.96,0,0,1,0,138.56,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10224,882.9,C,LODGING,10.4,0.96,8,1.44,4,3,0,68.91,1627.98,0
10227,69.28,C,MEDICAL,1.28,0.48,0.32,0.48,0,0,1,0,69.28,0
10227,69.28,C,MEDICAL,1.28,0.48,0.32,0.48,0,0,1,0,69.28,0
10227,69.28,C,MEDICAL,1.28,0.48,0.32,0.48,0,0,1,0,69.28,0
10233,4931.88,C,MOBILEHOME,94.88,1.44,23.36,70.08,12,8,0,0,33.78,0
10233,4931.88,C,MOBILEHOME,94.88,1.44,23.36,70.08,12,8,0,0,33.78,0
10233,4931.88,C,MOBILEHOME,94.88,1.44,23.36,70.08,12,8,0,0,33.78,0
10238,67.56,C,MULTIFAMIL,0.8,0,0.32,0.48,0,0,1,0,33.78,0
10238,67.56,C,MULTIFAMIL,0.8,0,0.32,0.48,0,0,1,0,33.78,0
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10247,3008.71,C,GROCERY,79.36,14.400000000000002,60,4.96,30,20,0,0,7194.63,610.5
10248,743.93,S,AUTO,10.48,0,4,6.48,2,1,0,0,668.93,75
10248,743.93,S,AUTO,10.48,0,4,6.48,2,1,0,0,668.93,75
10248,743.93,S,AUTO,10.48,0,4,6.48,2,1,0,0,668.93,75
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10250,2035.83,S,LODGING-FW,39.839999999999996,1.44,36,2.4,18,12,0,0,5667.03,73.41
10255,4567.25,COUNTY,WINERY,31.439999999999998,0,24,7.4399999999999995,12,8,0,0,6427.98,1233.26
10255,4567.25,COUNTY,WINERY,31.439999999999998,0,24,7.4399999999999995,12,8,0,0,6427.98,1233.26
10255,4567.25,COUNTY,WINERY,31.439999999999998,0,24,7.4399999999999995,12,8,0,0,6427.98,1233.26
10255,4567.25,COUNTY,WINERY,31.439999999999998,0,24,7.4399999999999995,12,8,0,0,6427.98,1233.26
10257,97.87,S,AUTO,0.48,0,0.48,0,0,0,1,0,97.87,0
10260,69.28,C,OFFICE BLD,1.76,0.48,0.32,0.96,0,0,1,0,34.64,0
10260,69.28,C,OFFICE BLD,1.76,0.48,0.32,0.96,0,0,1,0,34.64,0
10260,69.28,C,OFFICE BLD,1.76,0.48,0.32,0.96,0,0,1,0,34.64,0
10260,69.28,C,OFFICE BLD,1.76,0.48,0.32,0.96,0,0,1,0,34.64,0
10262,195.74,S,OFFICE BLD,1.44,0,0.96,0.48,0,0,1,0,97.87,0
10262,195.74,S,OFFICE BLD,1.44,0,0.96,0.48,0,0,1,0,97.87,0
10263,1278.97,S,RESTAURANT,32,0,32,0,16,11,0,0,5115.88,0
10263,1278.97,S,RESTAURANT,32,0,32,0,16,11,0,0,5115.88,0
10263,1278.97,S,RESTAURANT,32,0,32,0,16,11,0,0,5115.88,0
10263,1278.97,S,RESTAURANT,32,0,32,0,16,11,0,0,5115.88,0
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10265,6347.58,S,GROCERY,347.68,28.800000000000004,156,162.88,78,52,0,0,24514.109999999997,746.8199999999999
10271,363.91,S,AUTO,3.44,0,2,1.44,1,1,0,0,363.91,0
10271,363.91,S,AUTO,3.44,0,2,1.44,1,1,0,0,363.91,0
10289,743.93,S,HOME IMPRO,21.439999999999998,0,4,17.439999999999998,2,1,0,0,668.93,150
10289,743.93,S,HOME IMPRO,21.439999999999998,0,4,17.439999999999998,2,1,0,0,668.93,150
10289,743.93,S,HOME IMPRO,21.439999999999998,0,4,17.439999999999998,2,1,0,0,668.93,150
10289,743.93,S,HOME IMPRO,21.439999999999998,0,4,17.439999999999998,2,1,0,0,668.93,150
10295,363.91,S,RETAIL,3.44,0,2,1.44,1,1,0,0,363.91,0
10295,363.91,S,RETAIL,3.44,0,2,1.44,1,1,0,0,363.91,0
10295,363.91,S,RETAIL,3.44,0,2,1.44,1,1,0,0,363.91,0
10295,363.91,S,RETAIL,3.44,0,2,1.44,1,1,0,0,363.91,0
10301,171.28,S,POSTOFFICE,1.44,0,0.48,0.96,0,0,1,0,97.87,73.41
10301,171.28,S,POSTOFFICE,1.44,0,0.48,0.96,0,0,1,0,97.87,73.41
10301,171.28,S,POSTOFFICE,1.44,0,0.48,0.96,0,0,1,0,97.87,73.41
10306,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10306,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10310,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10310,97.87,S,OFFICE BLD,0.96,0,0.48,0.48,0,0,1,0,97.87,0
10316,363.91,S,CONTRACTOR,2,0,2,0,1,1,0,0,363.91,0
10317,505.47,S,AUTO,9.92,0.96,2,6.96,1,1,0,66.56,363.91,75
10317,505.47,S,AUTO,9.92,0.96,2,6.96,1,1,0,66.56,363.91,75
10317,505.47,S,AUTO,9.92,0.96,2,6.96,1,1,0,66.56,363.91,75
