cust,monthly_bill,qty,size,weekly_yards,commodity,pickups,bin_amount,tax_body,biz_type
19206,311.79,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
19206,311.79,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
19230,1558.21,1,4,4,Garbage,1,890.4,COUNTY,
19230,1558.21,1,4,4,Recycle,1,667.81,COUNTY,
19279,760.91,1,2,2,Garbage,1,760.91,COUNTY,
19279,760.91,3,0.48,1.44,Recycle,1,0,COUNTY,
19298,179.92,1,0.48,0.48,Recycle,1,0,COUNTY,
19298,179.92,1,0.48,0.48,Recycle,1,0,COUNTY,
19390,174.8,1,0.48,0.48,Recycle,1,0,COUNTY,
19538,32.62,1,0.48,0.48,Recycle,1,0,S,
19552,4896.78,1,4,8,Recycle,2,1185.23,Y,
19552,4896.78,1,4,8,Recycle,2,1185.23,Y,
19552,4896.78,1,4,8,Recycle,2,1185.23,Y,
19552,4896.78,1,4,8,Recycle,2,1185.23,Y,
19552,4896.78,1,0.48,0.48,Compost,1,0,Y,
19552,4896.78,5,0.48,2.4,Compost,1,68.84,Y,
19668,370.07,1,0.48,0.48,Recycle,1,0,COUNTY,
19668,370.07,1,0.48,0.48,Recycle,1,100.93,COUNTY,
19668,370.07,1,0.48,0.48,Compost,1,0,COUNTY,
19713,304.02,3,0.48,1.44,Recycle,1,0,C,
19760,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,
19760,269.14,2,0.48,0.96,Compost,1,0,COUNTY,
19783,363.91,1,2,2,Garbage,1,363.91,S,
19783,363.91,1,0.48,0.48,Recycle,1,0,S,
19832,403.91,1,2,2,Garbage,1,363.91,S,
19832,403.91,2,0.48,0.96,Recycle,1,0,S,
19832,403.91,1,0.48,0.48,Compost,1,0,S,
19959,97.87,1,0.48,0.48,Recycle,1,0,S,
19982,97.87,1,0.48,0.48,Recycle,1,0,S,
20015,69.28,1,0.48,0.48,Recycle,1,0,C,
20034,1006.57,1,6,6,Garbage,1,973.95,S,
20034,1006.57,3,0.48,1.44,Recycle,1,0,S,
20034,1006.57,5,0.48,2.4,Recycle,1,0,S,
20034,1006.57,2,0.48,0.96,Compost,1,0,S,
20034,1006.57,1,0.48,0.48,Compost,1,0,S,
20109,1040.4,1,4,4,Garbage,1,890.4,COUNTY,
20109,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
20109,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
20109,1040.4,1,0.48,0.48,Recycle,1,0,COUNTY,
20109,1040.4,1,4,4,Recycle,1,75,COUNTY,
20109,1040.4,1,4,4,Recycle,1,75,COUNTY,
20163,304.02,5,0.48,2.4,Recycle,1,0,C,
20163,304.02,3,0.48,1.44,Recycle,1,0,C,
20163,304.02,2,0.48,0.96,Compost,1,0,C,
20163,304.02,2,0.48,0.96,Compost,1,0,C,
20172,482.56,1,2,2,Garbage,1,482.56,COUNTY,
20172,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
20228,538.28,4,0.48,1.92,Recycle,1,0,COUNTY,
20228,538.28,1,0.48,0.48,Compost,1,0,COUNTY,
20233,1039.3,5,0.48,2.4,Recycle,1,0,C,MULTIFAMIL
20233,1039.3,2,0.48,0.96,Compost,1,0,C,MULTIFAMIL
20270,1193.19,1,4,4,Garbage,1,890.4,COUNTY,
20270,1193.19,3,0.48,1.44,Recycle,1,0,COUNTY,
20270,1193.19,3,0.48,1.44,Recycle,1,100.93,COUNTY,
20270,1193.19,1,0.48,0.48,Compost,1,0,COUNTY,
20272,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
20348,97.87,1,0.48,0.48,Recycle,1,0,S,
20360,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
20360,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
20368,163.12,2,0.48,0.96,Recycle,1,0,S,
20403,179.42,2,0.48,0.96,Recycle,1,0,COUNTY,
20451,482.56,1,2,2,Garbage,1,482.56,COUNTY,
20451,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
20452,32.62,1,0.48,0.48,Recycle,1,0,S,
20631,2985.68,1,4,8,Garbage,2,1706.1,COUNTY,
20631,2985.68,1,4,8,Garbage,2,1706.1,COUNTY,
20631,2985.68,1,4,8,Recycle,2,1279.58,COUNTY,
20631,2985.68,1,4,8,Recycle,2,1279.58,COUNTY,
20660,1298.25,1,6,6,Garbage,1,1298.25,COUNTY,
20660,1298.25,3,0.48,1.44,Recycle,1,0,COUNTY,
20762,363.91,1,2,2,Garbage,1,363.91,S,
20762,363.91,1,0.48,0.48,Recycle,1,0,S,
20762,363.91,1,0.48,0.48,Compost,1,0,S,
20791,818.93,1,4,4,Garbage,1,668.93,S,
20791,818.93,1,0.48,0.48,Recycle,1,0,S,
20791,818.93,1,4,4,Recycle,1,75,S,
20791,818.93,1,4,4,Recycle,1,75,S,
20819,2546.95,1,4,12,Garbage,3,1970.25,S,
20819,2546.95,1,4,12,Garbage,3,1970.25,S,
20819,2546.95,1,4,12,Garbage,3,1970.25,S,
20819,2546.95,1,4,4,Recycle,1,501.7,S,
20819,2546.95,1,4,8,Recycle,2,75,S,
20819,2546.95,1,4,8,Recycle,2,75,S,
20846,228.36,2,0.48,0.96,Recycle,1,0,S,
20846,228.36,1,0.48,0.48,Compost,1,0,S,
20923,195.74,1,0.48,0.48,Recycle,1,0,S,
20923,195.74,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,6,6,Recycle,1,75,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.16,0.16,Recycle,1,0,S,
20960,75,1,0.16,0.16,Recycle,1,0,S,
20960,75,1,0.16,0.16,Recycle,1,0,S,
20960,75,1,0.16,0.16,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,1,0.48,0.48,Recycle,1,0,S,
20960,75,2,0.48,0.96,Recycle,1,0,S,
20960,75,5,0.48,2.4,Compost,1,0,S,
20968,1910.23,1,4,8,Garbage,2,1760.23,COUNTY,
20968,1910.23,1,4,8,Garbage,2,1760.23,COUNTY,
20968,1910.23,1,0.48,0.48,Recycle,1,0,COUNTY,
20968,1910.23,1,0.48,0.48,Recycle,1,0,COUNTY,
20968,1910.23,1,0.48,0.48,Recycle,1,0,COUNTY,
20968,1910.23,1,0.48,0.48,Compost,1,0,COUNTY,
20968,1910.23,1,4,4,Recycle,1,75,COUNTY,
20968,1910.23,1,4,12,Recycle,3,75,COUNTY,
20968,1910.23,1,4,12,Recycle,3,75,COUNTY,
20968,1910.23,1,4,12,Recycle,3,75,COUNTY,
21038,726.7,1,4,4,Recycle,1,501.7,S,
21038,726.7,1,4,4,Recycle,1,75,S,
21038,726.7,2,6,12,Recycle,1,75,S,
21038,726.7,7,0.48,3.36,Recycle,1,0,S,
21053,951.18,1,2,4,Garbage,2,799.34,Y,
21053,951.18,1,2,4,Garbage,2,799.34,Y,
21053,951.18,3,0.48,1.44,Recycle,1,0,Y,
21053,951.18,2,0.48,0.96,Recycle,1,75.92,Y,
21053,951.18,1,0.48,0.48,Compost,1,0,Y,
21150,1382.97,1,2,2,Garbage,1,482.56,COUNTY,
21150,1382.97,1,4,4,Recycle,1,667.81,COUNTY,
21150,1382.97,4,0.48,1.92,Recycle,1,0,COUNTY,
21150,1382.97,1,0.48,0.48,Compost,1,0,COUNTY,
21150,1382.97,1,0.48,0.48,Compost,1,91.52,COUNTY,
21172,2169.44,1,4,4,Compost,1,605.47,COUNTY,
21172,2169.44,1,4,4,Garbage,1,1121.14,COUNTY,
21174,439.46,1,2,2,Garbage,1,439.46,C,
21174,439.46,1,0.48,0.48,Recycle,1,0,C,
21174,439.46,1,0.48,0.48,Compost,1,0,C,
21244,32.62,1,0.48,0.48,Recycle,1,0,S,
21322,139.98,1,0.48,0.48,Recycle,1,0,S,
21322,139.98,1,0.48,0.48,Compost,1,0,S,
21349,171.28,1,0.48,0.48,Recycle,1,0,S,
21349,171.28,1,0.48,0.48,Recycle,1,73.41,S,
21431,2163.68,1,4,4,Garbage,1,890.4,COUNTY,
21431,2163.68,1,4,4,Recycle,1,667.81,COUNTY,
21431,2163.68,1,4,4,Compost,1,605.47,COUNTY,
21438,34.64,1,0.48,0.48,Recycle,1,0,C,RETAIL
21438,34.64,1,0.48,0.48,Compost,1,0,C,RETAIL
21480,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,
21480,44.86,1,0.48,0.48,Compost,1,0,COUNTY,
21489,1424.48,1,4,4,Garbage,1,813.98,C,
21489,1424.48,1,4,4,Recycle,1,610.5,C,
21489,1424.48,1,0.48,0.48,Recycle,1,0,C,
21489,1424.48,8,0.48,3.84,Recycle,1,0,C,
21489,1424.48,1,0.48,0.48,Recycle,1,0,C,
21489,1424.48,1,0.48,0.48,Recycle,1,0,C,
21489,1424.48,5,64,"",Recycle,0,0,C,
21489,1424.48,1,0.48,0.48,Compost,1,0,C,
21542,2997.73,1,4,12,Garbage,3,2521.8,COUNTY,
21542,2997.73,1,4,12,Garbage,3,2521.8,COUNTY,
21542,2997.73,1,4,12,Garbage,3,2521.8,COUNTY,
21542,2997.73,3,0.48,1.44,Recycle,1,0,COUNTY,
21542,2997.73,1,0.48,0.48,Recycle,1,100.93,COUNTY,
21542,2997.73,1,0.48,0.48,Compost,1,0,COUNTY,
21542,2997.73,1,4,4,Recycle,1,75,COUNTY,
21542,2997.73,1,4,4,Recycle,1,75,COUNTY,
21542,2997.73,1,4,12,Recycle,3,75,COUNTY,
21542,2997.73,1,4,12,Recycle,3,75,COUNTY,
21542,2997.73,1,4,12,Recycle,3,75,COUNTY,
21581,3344.51,1,4,16,Garbage,4,2499.05,S,
21581,3344.51,1,4,16,Garbage,4,2499.05,S,
21581,3344.51,1,4,16,Garbage,4,2499.05,S,
21581,3344.51,1,4,16,Garbage,4,2499.05,S,
21581,3344.51,7,0.48,3.36,Recycle,1,0,S,
21581,3344.51,1,6,6,Recycle,1,730.46,S,
21581,3344.51,1,6,6,Recycle,1,75,S,
21587,482.56,1,2,2,Garbage,1,482.56,COUNTY,
21587,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
21607,103.93,1,0.48,0.48,Recycle,1,0,C,
21622,1193.19,1,4,4,Garbage,1,890.4,COUNTY,
21622,1193.19,3,0.48,1.44,Recycle,1,0,COUNTY,
21622,1193.19,3,0.48,1.44,Recycle,1,100.93,COUNTY,
21622,1193.19,1,0.48,0.48,Compost,1,0,COUNTY,
21625,97.87,1,0.48,0.48,Recycle,1,0,S,
21645,482.56,1,2,2,Garbage,1,482.56,COUNTY,
21645,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
21661,97.87,1,0.48,0.48,Recycle,1,0,S,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,12,Garbage,3,2252.97,Y,
21709,4580.94,1,4,8,Recycle,2,75,Y,
21709,4580.94,1,4,8,Recycle,2,75,Y,
21709,4580.94,7,0.48,3.36,Recycle,1,0,Y,
21776,203.91,2,0.48,0.96,Recycle,1,0,S,
21776,203.91,1,0.48,0.48,Recycle,1,73.41,S,
21776,203.91,1,0.48,0.48,Compost,1,0,S,
21808,709.58,3,0.48,1.44,Recycle,1,0,S,
21808,709.58,3,0.48,1.44,Recycle,1,73.41,S,
21808,709.58,1,0.48,0.48,Compost,1,0,S,
21816,97.87,1,0.48,0.48,Recycle,1,0,S,
21816,97.87,1,0.48,0.48,Compost,1,0,S,
21848,743.93,1,2,4,Garbage,2,668.93,S,
21848,743.93,1,2,4,Garbage,2,668.93,S,
21848,743.93,1,0.48,0.48,Recycle,1,0,S,
21848,743.93,1,0.48,0.48,Recycle,1,0,S,
21848,743.93,1,0.48,0.48,Compost,1,0,S,
21848,743.93,1,6,6,Recycle,1,75,S,
21880,5664.31,1,4,20,Garbage,5,3244.49,S,
21880,5664.31,1,4,20,Garbage,5,3244.49,S,
21880,5664.31,1,4,20,Garbage,5,3244.49,S,
21880,5664.31,1,4,20,Garbage,5,3244.49,S,
21880,5664.31,1,4,20,Garbage,5,3244.49,S,
21880,5664.31,1,4,12,Recycle,3,1477.69,S,
21880,5664.31,1,4,12,Recycle,3,1477.69,S,
21880,5664.31,1,4,12,Recycle,3,1477.69,S,
21880,5664.31,1,4,4,Garbage,1,942.13,S,
21886,403.71,3,0.48,1.44,Recycle,1,0,COUNTY,
21886,403.71,1,0.48,0.48,Compost,1,0,COUNTY,
21896,283.86,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
21896,283.86,1,0.48,0.48,Recycle,1,0,C,RESTAURANT
21896,283.86,1,0.48,0.48,Recycle,1,76,C,RESTAURANT
21906,195.74,2,0.48,0.96,Recycle,1,0,S,
22009,363.91,1,2,2,Garbage,1,363.91,S,
22009,363.91,3,0.48,1.44,Recycle,1,0,S,
22009,363.91,1,0.48,0.48,Compost,1,0,S,
22022,489.35,3,0.48,1.44,Recycle,1,0,S,
22044,482.56,1,2,2,Garbage,1,482.56,COUNTY,
22068,0,1,3.5,3.5,Garbage,1,0,COUNTY,
22068,0,1,3.5,3.5,Recycle,1,0,COUNTY,
22196,172.87,1,0.48,0.48,Compost,1,0,S,
22196,172.87,1,0.48,0.48,Recycle,1,0,S,
22196,172.87,1,6,6,Recycle,1,75,S,
22383,514.46,1,2,2,Garbage,1,439.46,C,
22383,514.46,1,6,6,Recycle,1,75,C,
22383,514.46,1,0.48,0.48,Recycle,1,0,C,
22383,514.46,1,0.48,0.48,Recycle,1,0,C,
22383,514.46,1,0.48,0.48,Recycle,1,0,C,
22435,2963.86,1,4,12,Garbage,3,1889.01,S,
22435,2963.86,1,4,12,Garbage,3,1889.01,S,
22435,2963.86,1,4,12,Garbage,3,1889.01,S,
22435,2963.86,1,4,8,Recycle,2,999.85,S,
22435,2963.86,1,4,8,Recycle,2,999.85,S,
22435,2963.86,2,0.48,0.96,Compost,1,0,S,
22435,2963.86,1,4,12,Recycle,3,75,S,
22435,2963.86,1,4,12,Recycle,3,75,S,
22435,2963.86,1,4,12,Recycle,3,75,S,
22498,303.72,2,0.48,0.96,Recycle,1,0,Y,
22510,106.03,1,0.48,0.48,Recycle,1,0,S,
22510,106.03,1,0.48,0.48,Recycle,1,73.41,S,
22521,363.91,1,2,2,Garbage,1,363.91,S,
22521,363.91,2,0.48,0.96,Recycle,1,0,S,
22630,97.87,1,0.48,0.48,Recycle,1,0,S,
22654,97.87,1,0.48,0.48,Recycle,1,0,S,
22711,1298.25,1,6,6,Garbage,1,1298.25,COUNTY,
22754,482.56,1,2,2,Garbage,1,482.56,COUNTY,
22754,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
22784,97.87,1,0.48,0.48,Recycle,1,0,S,
22784,97.87,1,0.48,0.48,Compost,1,0,S,
22786,890.4,1,4,4,Garbage,1,890.4,COUNTY,
22786,890.4,3,0.48,1.44,Recycle,1,0,COUNTY,
22789,506.7,1,0.48,0.48,Recycle,1,0,C,
22789,506.7,2,0.48,0.96,Compost,1,0,C,
22789,506.7,1,0.48,0.48,Recycle,1,0,C,
22789,506.7,1,0.48,0.48,Recycle,1,0,C,
22789,506.7,1,0.48,0.48,Recycle,1,0,C,
22858,311.79,3,0.48,1.44,Recycle,1,0,C,
22858,311.79,1,0.48,0.48,Compost,1,0,C,
22954,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
22987,637,1,2,2,Garbage,1,363.91,S,
22987,637,3,0.48,1.44,Recycle,1,0,S,
22987,637,1,0.48,0.48,Recycle,1,73.41,S,
22987,637,1,0.48,0.48,Compost,1,0,S,
22987,637,3,0.48,1.44,Compost,1,66.56,S,
22996,1448.25,1,6,6,Garbage,1,1298.25,COUNTY,
22996,1448.25,1,4,4,Recycle,1,75,COUNTY,
22996,1448.25,1,4,4,Recycle,1,75,COUNTY,
23062,668.93,1,4,4,Garbage,1,668.93,S,
23062,668.93,3,0.48,1.44,Recycle,1,0,S,
23062,668.93,1,0.48,0.48,Compost,1,0,S,
23070,2238.2,1,4,8,Garbage,2,1278.97,S,
23070,2238.2,1,4,8,Garbage,2,1278.97,S,
23070,2238.2,1,4,8,Recycle,2,959.23,S,
23070,2238.2,1,4,8,Recycle,2,959.23,S,
23070,2238.2,3,0.48,1.44,Recycle,1,0,S,
23094,363.91,1,2,2,Garbage,1,363.91,S,
23094,363.91,3,0.48,1.44,Recycle,1,0,S,
23094,363.91,1,0.48,0.48,Compost,1,0,S,
23114,97.87,1,0.48,0.48,Recycle,1,0,S,
23142,269.14,2,0.48,0.96,Recycle,1,0,COUNTY,
23142,269.14,2,0.48,0.96,Compost,1,0,COUNTY,
23161,280.35,1,0.48,0.48,Recycle,1,0,COUNTY,
23161,280.35,1,0.48,0.48,Recycle,1,100.93,COUNTY,
23161,280.35,1,0.48,0.48,Compost,1,0,COUNTY,
23214,89.71,1,0.48,0.48,Compost,1,0,COUNTY,
23276,311.79,3,0.48,1.44,Recycle,1,0,C,
23276,311.79,1,0.48,0.48,Compost,1,0,C,
23489,813.98,1,4,4,Garbage,1,813.98,C,LODGING
23489,813.98,3,0.48,1.44,Recycle,1,0,C,LODGING
23489,813.98,1,0.48,0.48,Compost,1,0,C,LODGING
23504,97.87,1,0.48,0.48,Recycle,1,0,S,
23504,97.87,1,0.48,0.48,Compost,1,0,S,
23551,65.25,1,0.48,0.48,Recycle,1,0,S,
23553,1048.95,1,6,6,Garbage,1,973.95,S,
23553,1048.95,1,4,4,Recycle,1,75,S,
23722,1558.21,1,4,4,Garbage,1,890.4,COUNTY,
23722,1558.21,1,0.48,0.48,Recycle,1,0,COUNTY,
23722,1558.21,1,0.48,0.48,Recycle,1,0,COUNTY,
23722,1558.21,1,4,4,Recycle,1,667.81,COUNTY,
23783,439.46,1,2,2,Garbage,1,439.46,C,
23783,439.46,3,0.48,1.44,Recycle,1,0,C,
23783,439.46,1,0.48,0.48,Compost,1,0,C,
23821,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING-FW
23821,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING-FW
23821,415.72,1,0.48,0.48,Recycle,1,0,C,LODGING-FW
23821,415.72,1,0.48,0.48,Compost,1,0,C,LODGING-FW
23899,32.62,1,0.48,0.48,Recycle,1,0,S,
23901,1193.19,1,4,4,Garbage,1,890.4,COUNTY,
23901,1193.19,1,0.48,0.48,Recycle,1,0,COUNTY,
23901,1193.19,1,0.48,0.48,Recycle,1,0,COUNTY,
23901,1193.19,1,0.48,0.48,Recycle,1,0,COUNTY,
23901,1193.19,3,0.48,1.44,Compost,1,0,COUNTY,
23901,1193.19,3,0.48,1.44,Recycle,1,100.93,COUNTY,
23968,69.28,1,0.48,0.48,Recycle,1,0,C,
23998,668.93,1,4,4,Garbage,1,668.93,S,
23998,668.93,1,0.48,0.48,Compost,1,0,S,
23998,668.93,3,0.48,1.44,Recycle,1,0,S,
23999,482.56,1,2,2,Garbage,1,482.56,COUNTY,
23999,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
24011,34.64,1,0.48,0.48,Recycle,1,0,C,
24016,522.56,1,2,2,Garbage,1,482.56,COUNTY,
24074,101.34,2,0.48,0.96,Recycle,1,0,C,
24074,101.34,1,0.48,0.48,Compost,1,0,C,
24112,5826.14,2,6,24,Garbage,2,2521.79,COUNTY,
24112,5826.14,2,6,24,Garbage,2,2521.79,COUNTY,
24112,5826.14,4,0.48,1.92,Recycle,1,0,COUNTY,
24112,5826.14,1,4,4,Recycle,1,75,COUNTY,
24112,5826.14,1,6,18,Recycle,3,75,COUNTY,
24112,5826.14,1,6,18,Recycle,3,75,COUNTY,
24112,5826.14,1,6,18,Recycle,3,75,COUNTY,
24125,34.64,1,0.48,0.48,Recycle,1,0,C,
24144,97.87,1,0.48,0.48,Recycle,1,0,S,UTILITY
24144,97.87,1,0.48,0.48,Compost,1,0,S,UTILITY
24151,32.62,1,0.48,0.48,Recycle,1,0,S,
24255,97.87,1,0.48,0.48,Compost,1,0,S,
24255,97.87,1,0.48,0.48,Recycle,1,0,S,
24285,404.96,4,0.48,1.92,Recycle,1,0,Y,
24294,97.87,1,0.48,0.48,Recycle,1,0,S,
24294,97.87,1,0.48,0.48,Compost,1,0,S,
24340,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,
24340,89.71,1,0.48,0.48,Compost,1,0,COUNTY,
24389,130.48,1,0.48,0.48,Compost,1,0,S,
24389,130.48,1,0.48,0.48,Recycle,1,0,S,
24389,130.48,1,0.48,0.48,Recycle,1,0,S,
24417,67.49,1,0.48,0.48,Recycle,1,0,Y,
24417,67.49,1,0.48,0.48,Compost,1,0,Y,
24427,97.87,1,0.48,0.48,Recycle,1,0,S,
24427,97.87,1,0.48,0.48,Compost,1,0,S,
24429,179.44,1,0.48,0.48,Recycle,1,0,S,
24429,179.44,2,0.48,0.96,Recycle,1,73.41,S,
24545,235.5,1,0.48,0.48,Recycle,1,0,COUNTY,
24545,235.5,1,0.48,0.48,Recycle,1,100.93,COUNTY,
24545,235.5,1,0.48,0.48,Compost,1,0,COUNTY,
24594,363.91,1,2,2,Garbage,1,363.91,S,
24594,363.91,2,0.48,0.96,Recycle,1,0,S,
24612,370.06,2,0.48,0.96,Recycle,1,0,COUNTY,
24612,370.06,1,0.48,0.48,Recycle,1,100.93,COUNTY,
24612,370.06,1,0.48,0.48,Compost,1,0,COUNTY,
24664,1150.37,1,2,2,Garbage,1,482.56,COUNTY,WINERY
24664,1150.37,1,4,4,Recycle,1,667.81,COUNTY,WINERY
24664,1150.37,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
24664,1150.37,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
24695,391.48,3,0.48,1.44,Recycle,1,0,S,
24806,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,
24806,179.42,2,0.48,0.96,Compost,1,0,COUNTY,
24806,179.42,1,0.48,0.48,Recycle,1,0,COUNTY,
24821,276.77,1,0.48,0.48,Recycle,1,0,C,
24821,276.77,1,0.48,0.48,Compost,1,0,C,
24821,276.77,1,0.48,0.48,Compost,1,68.91,C,
24888,103.93,1,0.48,0.48,Recycle,1,0,C,
24888,103.93,1,0.48,0.48,Compost,1,0,C,
24912,363.91,1,2,2,Garbage,1,363.91,S,
24912,363.91,1,0.48,0.48,Recycle,1,0,S,
24912,363.91,1,0.48,0.48,Recycle,1,0,S,
24912,363.91,1,0.48,0.48,Compost,1,0,S,
24912,363.91,1,0.48,0.48,Compost,1,0,S,
25040,1655.3,1,4,8,Garbage,2,1580.3,Y,
25040,1655.3,1,4,8,Garbage,2,1580.3,Y,
25040,1655.3,5,0.48,2.4,Recycle,1,0,Y,
25040,1655.3,1,4,8,Recycle,2,75,Y,
25040,1655.3,1,4,8,Recycle,2,75,Y,
25218,65.25,1,0.48,0.48,Recycle,1,0,S,
25255,1627.98,1,2,4,Garbage,2,813.99,C,MULTIFAMIL
25255,1627.98,1,2,4,Garbage,2,813.99,C,MULTIFAMIL
25255,1627.98,1,2,4,Garbage,2,813.99,C,MULTIFAMIL
25255,1627.98,1,2,4,Garbage,2,813.99,C,MULTIFAMIL
25255,1627.98,6,0.48,2.88,Recycle,1,0,C,MULTIFAMIL
25290,482.56,1,2,2,Garbage,1,482.56,COUNTY,
25290,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25290,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25290,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25290,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25290,482.56,1,0.48,0.48,Compost,1,0,COUNTY,
25303,0,1,3.5,3.5,Garbage,1,0,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,6,18,Garbage,3,3745.33,COUNTY,
25305,7715.66,1,4,8,Recycle,2,150,COUNTY,
25305,7715.66,1,4,8,Recycle,2,150,COUNTY,
25305,7715.66,1,6,18,Recycle,3,75,COUNTY,
25305,7715.66,1,6,18,Recycle,3,75,COUNTY,
25305,7715.66,1,6,18,Recycle,3,75,COUNTY,
25342,538.28,2,0.48,0.96,Recycle,1,0,COUNTY,
25342,538.28,2,0.48,0.96,Compost,1,0,COUNTY,
25348,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
25348,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
25434,65.25,1,0.48,0.48,Recycle,1,0,S,
25434,65.25,1,0.48,0.48,Compost,1,0,S,
25450,1150.37,1,2,2,Garbage,1,482.56,COUNTY,
25450,1150.37,1,4,4,Recycle,1,667.81,COUNTY,
25450,1150.37,3,0.48,1.44,Recycle,1,0,COUNTY,
25499,2947.79,1,4,12,Garbage,3,2252.97,Y,
25499,2947.79,1,4,12,Garbage,3,2252.97,Y,
25499,2947.79,1,4,12,Garbage,3,2252.97,Y,
25499,2947.79,1,4,4,Recycle,1,619.82,Y,
25499,2947.79,3,0.48,1.44,Recycle,1,0,Y,
25499,2947.79,1,4,12,Recycle,3,75,Y,
25499,2947.79,1,4,12,Recycle,3,75,Y,
25499,2947.79,1,4,12,Recycle,3,75,Y,
25526,2826.95,1,4,8,Garbage,2,1091,Y,
25526,2826.95,1,4,8,Garbage,2,1091,Y,
25526,2826.95,1,4,8,Recycle,2,1185.23,Y,
25526,2826.95,1,4,8,Recycle,2,1185.23,Y,
25526,2826.95,1,0.48,0.48,Compost,1,0,Y,
25526,2826.95,8,0.48,3.84,Compost,1,68.84,Y,
25581,1154.98,1,4,8,Recycle,2,959.23,S,
25581,1154.98,1,4,8,Recycle,2,959.23,S,
25581,1154.98,1,0.48,0.48,Compost,1,0,S,
25581,1154.98,2,0.48,0.96,Recycle,1,0,S,
25832,97.87,1,0.48,0.48,Recycle,1,0,S,
25832,97.87,1,0.48,0.48,Compost,1,0,S,
25850,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
25850,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
25856,963.98,1,4,4,Garbage,1,813.98,C,
25856,963.98,1,4,8,Recycle,2,75,C,
25856,963.98,1,4,8,Recycle,2,75,C,
25886,32.62,1,0.48,0.48,Recycle,1,0,S,
25886,32.62,1,0.48,0.48,Compost,1,0,S,
25899,557.56,1,2,2,Garbage,1,482.56,COUNTY,
25899,557.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25899,557.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25899,557.56,1,0.48,0.48,Recycle,1,0,COUNTY,
25899,557.56,1,0.48,0.48,Compost,1,0,COUNTY,
25899,557.56,1,4,4,Recycle,1,75,COUNTY,
25969,3536.24,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
