cust,monthly_bill,qty,size,weekly_yards,commodity,pickups,bin_amount,tax_body,biz_type
10771,1040.4,1,4,8,Recycle,2,75,COUNTY,WINERY
10771,1040.4,1,4,8,Recycle,2,75,COUNTY,WINERY
10778,32.62,1,0.48,0.48,Recycle,1,0,S,ENTERTAINM
10791,131.25,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
10791,131.25,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
10831,503.88,1,2,2,Garbage,1,363.91,S,OFFICE BLD
10831,503.88,3,0.48,1.44,Recycle,1,0,S,OFFICE BLD
10831,503.88,1,0.48,0.48,Recycle,1,73.41,S,OFFICE BLD
10831,503.88,1,0.48,0.48,Compost,1,0,S,OFFICE BLD
10831,503.88,1,0.48,0.48,Compost,1,66.56,S,OFFICE BLD
10870,1040.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
10870,1040.4,1,4,4,Recycle,1,75,COUNTY,WINERY
10870,1040.4,1,6,6,Recycle,1,75,COUNTY,WINERY
10879,1298.25,1,6,6,Garbage,1,1298.25,COUNTY,
10879,1298.25,1,0.48,0.48,Recycle,1,0,COUNTY,
10879,1298.25,1,0.48,0.48,Compost,1,0,COUNTY,
10900,171.28,1,0.48,0.48,Recycle,1,0,S,
10900,171.28,1,0.48,0.48,Recycle,1,73.41,S,
10922,1353.97,1,4,8,Garbage,2,1278.97,S,OFFICE BLD
10922,1353.97,1,4,8,Garbage,2,1278.97,S,OFFICE BLD
10922,1353.97,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
10922,1353.97,1,4,4,Recycle,1,75,S,OFFICE BLD
10924,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,HOME IMPRO
10924,89.71,1,0.48,0.48,Compost,1,0,COUNTY,HOME IMPRO
10929,134.57,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
10929,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,1,2,2,Garbage,1,482.56,COUNTY,WINERY
10959,813.49,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
10959,813.49,1,0.48,0.48,Recycle,1,100.93,COUNTY,WINERY
10959,813.49,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
10959,813.49,1,4,4,Recycle,1,75,COUNTY,WINERY
10959,813.49,1,6,6,Recycle,1,75,COUNTY,WINERY
10964,743.93,1,4,4,Garbage,1,668.93,S,UTILITY
10964,743.93,1,4,4,Recycle,1,75,S,UTILITY
10964,743.93,1,0.48,0.48,Recycle,1,0,S,UTILITY
11025,202.68,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11025,202.68,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11049,2032.03,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
11049,2032.03,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
11049,2032.03,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11049,2032.03,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11049,2032.03,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11049,2032.03,1,0.48,0.48,Recycle,1,100.93,COUNTY,WINERY
11049,2032.03,1,4,8,Recycle,2,150,COUNTY,WINERY
11049,2032.03,1,4,8,Recycle,2,150,COUNTY,WINERY
11049,2032.03,1,4,12,Recycle,3,75,COUNTY,WINERY
11049,2032.03,1,4,12,Recycle,3,75,COUNTY,WINERY
11049,2032.03,1,4,12,Recycle,3,75,COUNTY,WINERY
11086,482.56,1,2,2,Garbage,1,482.56,COUNTY,VINEYARD
11086,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
11086,482.56,1,0.48,0.48,Compost,1,0,COUNTY,VINEYARD
11103,668.93,1,2,4,Garbage,2,668.93,S,
11103,668.93,1,2,4,Garbage,2,668.93,S,
11103,668.93,3,0.48,1.44,Recycle,1,0,S,
11110,103.93,1,0.48,0.48,Compost,1,0,C,MEDICAL
11132,168.9,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11132,168.9,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11147,7995.2,190,0.48,91.2,Recycle,1,7.5,C,MOBILEHOME
11147,7995.2,1,0.48,0.48,Recycle,1,76,C,MOBILEHOME
11147,7995.2,1,0.48,0.48,Recycle,1,76,C,MOBILEHOME
11147,7995.2,190,0.48,91.2,Compost,1,0,C,MOBILEHOME
11162,1723.97,1,2,4,Garbage,2,1447.11,COUNTY,WINERY
11162,1723.97,1,2,4,Garbage,2,1447.11,COUNTY,WINERY
11162,1723.97,1,4,4,Recycle,1,75,COUNTY,WINERY
11162,1723.97,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11162,1723.97,2,0.48,0.96,Recycle,1,100.93,COUNTY,WINERY
11174,890.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
11174,890.4,3,0.48,1.44,Recycle,1,0,COUNTY,WINERY
11174,890.4,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
11224,103.92,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11224,103.92,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11255,1048.95,1,6,6,Garbage,1,973.95,S,SCHOOL
11255,1048.95,1,0.48,0.48,Compost,1,0,S,SCHOOL
11255,1048.95,1,4,4,Recycle,1,75,S,SCHOOL
11256,146.82,1,0.48,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,1,0.48,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,1,0.48,0.48,Recycle,1,0,S,SCHOOL
11256,146.82,2,0.48,0.96,Recycle,1,73.41,S,SCHOOL
11256,146.82,3,0.48,1.44,Compost,1,0,S,SCHOOL
11282,97.87,1,0.48,0.48,Recycle,1,0,S,COMMUNITY
11282,97.87,1,0.48,0.48,Compost,1,0,S,COMMUNITY
11302,1481.22,1,4,4,Garbage,1,668.93,S,WINERY
11302,1481.22,1,6,6,Compost,1,662.29,S,WINERY
11302,1481.22,3,0.48,1.44,Recycle,1,0,S,WINERY
11302,1481.22,1,0.48,0.48,Compost,1,0,S,WINERY
11302,1481.22,1,4,4,Recycle,1,75,S,WINERY
11302,1481.22,1,4,4,Recycle,1,75,S,WINERY
11309,3698.56,1,4,4,Garbage,1,1252.72,COUNTY,WINERY
11309,3698.56,1,6,6,Recycle,1,1381.3,COUNTY,WINERY
11309,3698.56,1,4,4,Recycle,1,939.54,COUNTY,WINERY
11309,3698.56,1,6,12,Recycle,2,75,COUNTY,WINERY
11309,3698.56,1,6,12,Recycle,2,75,COUNTY,WINERY
11342,435.94,1,2,2,Garbage,1,435.94,Y,BAR NO FW
11349,365.88,1,0.48,0.48,Recycle,1,0,COUNTY,PARK
11349,365.88,1,0.48,0.48,Recycle,1,0,COUNTY,PARK
11361,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,
11361,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,
11370,2266.06,1,6,6,Garbage,1,1298.25,COUNTY,WINERY
11370,2266.06,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
11370,2266.06,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,1,4,4,Recycle,1,667.81,COUNTY,WINERY
11370,2266.06,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11370,2266.06,1,4,8,Recycle,2,75,COUNTY,WINERY
11370,2266.06,1,4,8,Recycle,2,75,COUNTY,WINERY
11370,2266.06,1,6,12,Recycle,2,75,COUNTY,WINERY
11370,2266.06,1,6,12,Recycle,2,75,COUNTY,WINERY
11370,2266.06,1,4,8,Recycle,2,150,COUNTY,WINERY
11370,2266.06,1,4,8,Recycle,2,150,COUNTY,WINERY
11402,2139.51,1,6,6,Garbage,1,1188.51,C,LODGING-FW
11402,2139.51,1,6,12,Recycle,2,75,C,LODGING-FW
11402,2139.51,1,6,12,Recycle,2,75,C,LODGING-FW
11402,2139.51,3,0.48,1.44,Recycle,1,0,C,LODGING-FW
11402,2139.51,1,0.48,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,3,0.48,1.44,Recycle,1,76,C,LODGING-FW
11402,2139.51,1,0.48,0.48,Recycle,1,76,C,LODGING-FW
11402,2139.51,6,0.48,2.88,Recycle,1,76,C,LODGING-FW
11402,2139.51,2,0.48,0.96,Compost,1,0,C,LODGING-FW
11436,892.19,1,4,4,Compost,1,454.87,S,WINERY
11436,892.19,1,2,2,Garbage,1,363.91,S,WINERY
11436,892.19,3,0.48,1.44,Recycle,1,0,S,WINERY
11436,892.19,1,0.48,0.48,Recycle,1,73.41,S,WINERY
11436,892.19,1,0.48,0.48,Compost,1,0,S,WINERY
11451,862.31,1,4,4,Garbage,1,793.4,C,MULTIFAMIL
11451,862.31,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11451,862.31,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11451,862.31,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11451,862.31,1,0.48,0.48,Compost,1,68.91,C,MULTIFAMIL
11457,363.91,1,2,2,Garbage,1,363.91,S,RETAIL
11457,363.91,2,0.48,0.96,Recycle,1,0,S,RETAIL
11474,32.62,1,0.48,0.48,Recycle,1,0,S,COMMUNITY
11483,3450.26,1,4,8,Garbage,2,2167.57,COUNTY,WINERY
11483,3450.26,1,4,8,Garbage,2,2167.57,COUNTY,WINERY
11483,3450.26,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11483,3450.26,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11483,3450.26,1,4,4,Recycle,1,840.85,COUNTY,WINERY
11483,3450.26,1,4,8,Recycle,2,150,COUNTY,WINERY
11483,3450.26,1,4,8,Recycle,2,150,COUNTY,WINERY
11483,3450.26,1,4,4,Recycle,1,75,COUNTY,WINERY
11512,163.1,2,0.48,0.96,Recycle,1,0,S,MULTIFAMIL
11512,163.1,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
11513,965.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
11513,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11513,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11513,965.4,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11513,965.4,1,6,6,Recycle,1,75,COUNTY,WINERY
11513,965.4,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
11522,540.19,1,2,2,Garbage,1,540.19,COUNTY,WINERY
11522,540.19,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11522,540.19,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11522,540.19,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11529,363.91,1,2,2,Garbage,1,363.91,S,WINERY
11529,363.91,1,0.48,0.48,Recycle,1,0,S,WINERY
11529,363.91,1,0.48,0.48,Recycle,1,0,S,WINERY
11529,363.91,1,0.48,0.48,Recycle,1,0,S,WINERY
11536,293.71,3,0.48,1.44,Recycle,1,0,COUNTY,WINERY
11536,293.71,1,4,4,Recycle,1,75,COUNTY,WINERY
11548,65.25,1,0.48,0.48,Recycle,1,0,S,
11548,65.25,1,0.48,0.48,Compost,1,0,S,
11554,2671.79,1,6,12,Garbage,2,2521.79,COUNTY,RESTAURANT
11554,2671.79,1,6,12,Garbage,2,2521.79,COUNTY,RESTAURANT
11554,2671.79,3,0.48,1.44,Recycle,1,0,COUNTY,RESTAURANT
11554,2671.79,5,0.48,2.4,Compost,1,0,COUNTY,RESTAURANT
11554,2671.79,1,0.48,0.48,Compost,1,0,COUNTY,RESTAURANT
11554,2671.79,1,0.48,0.48,Compost,1,0,COUNTY,RESTAURANT
11554,2671.79,1,4,4,Recycle,1,75,COUNTY,RESTAURANT
11554,2671.79,1,6,18,Recycle,3,75,COUNTY,RESTAURANT
11554,2671.79,1,6,18,Recycle,3,75,COUNTY,RESTAURANT
11554,2671.79,1,6,18,Recycle,3,75,COUNTY,RESTAURANT
11563,33.75,1,0.48,0.48,Recycle,1,0,Y,HOA
11565,363.91,1,2,2,Garbage,1,363.91,S,LANDSCAPER
11567,0,1,3.5,3.5,Garbage,1,0,COUNTY,WINERY
11567,0,3,0.48,1.44,Recycle,1,0,COUNTY,WINERY
11567,0,1,3.5,3.5,Recycle,1,0,COUNTY,WINERY
11570,269.13,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11570,269.13,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
11570,269.13,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11570,269.13,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
11607,284.84,1,0.48,0.48,Recycle,1,0,Y,FOURPLEX
11607,284.84,1,0.48,0.48,Recycle,1,0,Y,FOURPLEX
11607,284.84,1,0.48,0.48,Compost,1,0,Y,FOURPLEX
11643,617.13,1,2,2,Garbage,1,482.56,COUNTY,OFFICE BLD
11643,617.13,1,0.48,0.48,Recycle,1,0,COUNTY,OFFICE BLD
11643,617.13,1,0.48,0.48,Compost,1,0,COUNTY,OFFICE BLD
11664,2116.06,1,6,6,Garbage,1,1298.25,COUNTY,WINERY
11664,2116.06,1,4,4,Recycle,1,667.81,COUNTY,WINERY
11664,2116.06,1,4,4,Recycle,1,75,COUNTY,WINERY
11664,2116.06,1,4,12,Recycle,3,75,COUNTY,WINERY
11664,2116.06,1,4,12,Recycle,3,75,COUNTY,WINERY
11664,2116.06,1,4,12,Recycle,3,75,COUNTY,WINERY
11689,32.62,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
11723,1040.4,1,4,4,Garbage,1,890.4,COUNTY,WINERY
11723,1040.4,1,4,4,Recycle,1,75,COUNTY,WINERY
11723,1040.4,1,4,4,Recycle,1,75,COUNTY,WINERY
11728,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,OFFICE BLD
11731,130.5,1,0.48,0.48,Recycle,1,0,S,RETAIL
11739,1121.14,1,4,4,Garbage,1,1121.14,COUNTY,VINEYARD
11750,195.74,2,0.48,0.96,Compost,1,0,S,CHURCH
11750,195.74,2,0.48,0.96,Recycle,1,0,S,CHURCH
11760,4606.93,3,6,18,Garbage,1,1188.51,C,LODGING
11760,4606.93,1,6,6,Recycle,1,891.4,C,LODGING
11760,4606.93,2,6,24,Recycle,2,75,C,LODGING
11760,4606.93,2,6,24,Recycle,2,75,C,LODGING
11766,3884.06,1,4,8,Recycle,2,1172.3,C,RESTAURANT
11766,3884.06,1,4,8,Recycle,2,1172.3,C,RESTAURANT
11766,3884.06,1,4,12,Garbage,3,3372.39,C,RESTAURANT
11766,3884.06,1,4,12,Garbage,3,3372.39,C,RESTAURANT
11766,3884.06,1,4,12,Garbage,3,3372.39,C,RESTAURANT
11766,3884.06,1,4,12,Recycle,3,75,C,RESTAURANT
11766,3884.06,1,4,12,Recycle,3,75,C,RESTAURANT
11766,3884.06,1,4,12,Recycle,3,75,C,RESTAURANT
11788,1158.56,1,6,6,Garbage,1,1158.56,C,MULTIFAMIL
11788,1158.56,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11788,1158.56,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11788,1158.56,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11788,1158.56,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
11806,793.4,1,4,4,Garbage,1,793.4,C,MULTIFAMIL
11807,557.56,2,0.48,0.96,Recycle,1,0,COUNTY,WINERY
11807,557.56,1,2,2,Garbage,1,482.56,COUNTY,WINERY
11807,557.56,1,4,4,Recycle,1,75,COUNTY,WINERY
11808,97.87,1,0.48,0.48,Recycle,1,0,S,OFFICE BLD
11841,1522.1,1,4,4,Garbage,1,1447.1,COUNTY,WINERY
11850,195.74,1,0.48,0.48,Compost,1,0,S,CHURCH
11850,195.74,1,0.48,0.48,Recycle,1,0,S,CHURCH
11852,32.62,1,0.48,0.48,Recycle,1,0,S,MULTIFAMIL
11852,32.62,1,0.48,0.48,Compost,1,0,S,MULTIFAMIL
11861,1150.37,1,2,2,Garbage,1,482.56,COUNTY,WINERY
11861,1150.37,1,4,4,Recycle,1,667.81,COUNTY,WINERY
11861,1150.37,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
11870,97.87,1,0.48,0.48,Recycle,1,0,S,WINERY
11890,97.87,1,0.48,0.48,Recycle,1,0,S,RETAIL
11911,318.1,1,0.48,0.48,Recycle,1,0,S,RESTAURANT
11911,318.1,1,0.48,0.48,Recycle,1,73.41,S,RESTAURANT
11911,318.1,1,0.48,0.48,Recycle,1,73.41,S,RESTAURANT
11911,318.1,1,0.48,0.48,Recycle,1,73.41,S,RESTAURANT
11920,2596.5,1,6,6,Garbage,1,1298.25,COUNTY,MEDICAL
11920,2596.5,1,6,6,Garbage,1,1298.25,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11920,2596.5,1,0.48,0.48,Recycle,1,0,COUNTY,MEDICAL
11956,65.25,1,0.48,0.48,Recycle,1,0,S,RETAIL
11970,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,
11970,134.57,1,0.48,0.48,Compost,1,0,COUNTY,
11972,2348.22,1,4,4,Garbage,1,799.35,Y,HOA
11972,2348.22,1,4,4,Garbage,1,799.35,Y,HOA
11972,2348.22,1,4,4,Recycle,1,751.37,Y,HOA
11994,506.7,2,0.48,0.96,Recycle,1,0,C,MULTIFAMIL
11994,506.7,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11994,506.7,1,0.48,0.48,Recycle,1,0,C,MULTIFAMIL
11994,506.7,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
12074,103.93,1,0.48,0.48,Recycle,1,0,C,UTILITY
12074,103.93,1,0.48,0.48,Compost,1,0,C,UTILITY
12099,97.87,1,0.48,0.48,Recycle,1,0,S,DELI/CAFE
12171,743.93,1,4,4,Garbage,1,668.93,S,CATERING
12171,743.93,1,0.48,0.48,Recycle,1,0,S,CATERING
12171,743.93,1,0.48,0.48,Recycle,1,0,S,CATERING
12171,743.93,1,0.48,0.48,Recycle,1,0,S,CATERING
12171,743.93,1,6,24,Recycle,4,75,S,CATERING
12171,743.93,1,6,24,Recycle,4,75,S,CATERING
12171,743.93,1,6,24,Recycle,4,75,S,CATERING
12171,743.93,1,6,24,Recycle,4,75,S,CATERING
12188,2011.34,1,4,4,Garbage,1,1005.67,COUNTY,MEMBER
12188,2011.34,1,0.48,0.48,Recycle,1,0,COUNTY,MEMBER
12188,2011.34,1,4,4,Garbage,1,1005.67,COUNTY,MEMBER
12188,2011.34,1,0.48,0.48,Recycle,1,0,COUNTY,MEMBER
12227,3129.38,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
12227,3129.38,1,4,8,Garbage,2,1706.1,COUNTY,WINERY
12227,3129.38,1,4,4,Compost,1,605.47,COUNTY,WINERY
12227,3129.38,1,4,4,Recycle,1,667.81,COUNTY,WINERY
12270,605.47,1,4,4,Compost,1,605.47,COUNTY,WINERY
12270,605.47,3,0.48,1.44,Recycle,1,0,COUNTY,WINERY
12276,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
12317,1532.6,1,4,4,Garbage,1,822.1,C,MULTIFAMIL
12317,1532.6,1,4,4,Recycle,1,610.5,C,MULTIFAMIL
12347,482.56,1,2,2,Garbage,1,482.56,COUNTY,VINEYARD
12347,482.56,1,0.48,0.48,Recycle,1,0,COUNTY,VINEYARD
12347,482.56,1,0.48,0.48,Compost,1,0,COUNTY,VINEYARD
12359,1460.92,1,6,6,Recycle,1,730.46,S,WINERY
12359,1460.92,1,6,6,Recycle,1,730.46,S,WINERY
12379,34.64,1,0.48,0.48,Recycle,1,0,C,RETAIL
12383,33.75,1,0.48,0.48,Recycle,1,0,Y,WINERY
12413,417.56,2,0.48,0.96,Recycle,1,0,S,WINERY
12413,417.56,2,0.48,0.96,Recycle,1,73.41,S,WINERY
12413,417.56,1,0.48,0.48,Compost,1,0,S,WINERY
12413,417.56,1,4,4,Recycle,1,75,S,WINERY
12415,2271.94,1,6,6,Garbage,1,1298.25,COUNTY,WINERY
12415,2271.94,1,6,6,Recycle,1,973.69,COUNTY,WINERY
12446,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,WINERY
12446,134.57,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
12469,1558.21,1,4,4,Garbage,1,890.4,COUNTY,WINERY
12469,1558.21,1,4,4,Recycle,1,667.81,COUNTY,WINERY
12470,482.56,1,2,2,Garbage,1,482.56,COUNTY,POLICEFIRE
12470,482.56,2,0.48,0.96,Recycle,1,0,COUNTY,POLICEFIRE
12522,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,CONTRACTOR
12731,34.64,1,0.48,0.48,Recycle,1,0,C,OFFICE BLD
12740,67.49,1,0.48,0.48,Recycle,1,0,Y,OFFICE BLD
12740,67.49,1,0.48,0.48,Compost,1,0,Y,OFFICE BLD
12752,89.71,1,0.48,0.48,Recycle,1,0,COUNTY,COMMUNITY
12752,89.71,1,0.48,0.48,Compost,1,0,COUNTY,COMMUNITY
12848,134.57,2,0.48,0.96,Recycle,1,0,COUNTY,WINERY
12848,134.57,1,0.48,0.48,Compost,1,0,COUNTY,WINERY
12917,810.72,5,0.48,2.4,Recycle,1,0,C,MULTIFAMIL
12917,810.72,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
12917,810.72,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
12917,810.72,1,0.48,0.48,Compost,1,0,C,MULTIFAMIL
12929,3553.81,1,4,12,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,1,4,12,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,1,4,12,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,1,4,8,Recycle,2,1144.63,Y,LODGING-FW
12929,3553.81,1,4,8,Recycle,2,1144.63,Y,LODGING-FW
12929,3553.81,1,4,4,Recycle,1,75,Y,LODGING-FW
13041,166.73,2,0.48,0.96,Recycle,1,0,S,OFFICE BLD
13041,166.73,1,0.48,0.48,Compost,1,0,S,OFFICE BLD
13041,166.73,1,0.48,0.48,Recycle,1,73.41,S,OFFICE BLD
13066,44.86,1,0.48,0.48,Recycle,1,0,COUNTY,OFFICE BLD
13066,44.86,1,0.48,0.48,Compost,1,0,COUNTY,OFFICE BLD
13130,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
13130,269.14,1,0.48,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
13143,147.96,1,0.48,0.48,Recycle,1,0,S,VINEYARD
13143,147.96,1,0.48,0.48,Recycle,1,100.93,S,VINEYARD
13144,735.49,1,0.48,0.48,Compost,1,0,S,LODGING
13144,735.49,1,2,4,Garbage,2,668.93,S,LODGING
13144,735.49,1,2,4,Garbage,2,668.93,S,LODGING
13144,735.49,1,0.48,0.48,Compost,1,66.56,S,LODGING
13144,735.49,3,0.48,1.44,Recycle,1,0,S,LODGING
13145,3983.89,1,4,8,Garbage,2,1831.44,S,RESTAURANT
13145,3983.89,1,4,8,Garbage,2,1831.44,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,75,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,75,S,RESTAURANT
13145,3983.89,1,4,12,Recycle,3,75,S,RESTAURANT
13145,3983.89,3,0.48,1.44,Recycle,1,0,S,RESTAURANT
13145,3983.89,9,0.48,4.32,Recycle,1,73.41,S,RESTAURANT
13340,134.57,1,0.48,0.48,Recycle,1,0,COUNTY,CONTRACTOR
13403,482.56,1,2,2,Garbage,1,482.56,COUNTY,
13403,482.56,3,0.48,1.44,Recycle,1,0,COUNTY,
13403,482.56,1,0.48,0.48,Compost,1,0,COUNTY,
13431,4095.03,1,6,6,Garbage,1,1471.14,COUNTY,WINERY
13431,4095.03,1,6,6,Garbage,1,1298.25,COUNTY,WINERY
13431,4095.03,1,6,6,Recycle,1,1103.36,COUNTY,WINERY
13431,4095.03,1,4,8,Recycle,2,75,COUNTY,WINERY
13431,4095.03,1,4,8,Recycle,2,75,COUNTY,WINERY
13452,1966.06,1,6,6,Garbage,1,1298.25,COUNTY,PARK
13452,1966.06,1,4,4,Recycle,1,667.81,COUNTY,PARK
13457,303.72,1,0.48,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,1,0.48,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,1,0.48,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,1,0.48,0.48,Compost,1,0,Y,OFFICE BLD
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,12,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,1,4,4,Garbage,1,1090.16,Y,RESTAURANT
13557,6836.26,1,4,4,Garbage,1,1090.16,Y,RESTAURANT
13557,6836.26,2,4,32,Recycle,4,75,Y,RESTAURANT
13557,6836.26,2,4,32,Recycle,4,75,Y,RESTAURANT
13557,6836.26,2,4,32,Recycle,4,75,Y,RESTAURANT
13557,6836.26,2,4,32,Recycle,4,75,Y,RESTAURANT
13636,130.5,1,0.48,0.48,Recycle,1,0,S,WINERY
13636,130.5,1,0.48,0.48,Recycle,1,0,S,WINERY
13636,130.5,2,0.48,0.96,Compost,1,0,S,WINERY
13699,97.87,1,0.48,0.48,Recycle,1,0,S,RETAIL
13711,1252.72,1,4,4,Garbage,1,1252.72,COUNTY,VINEYARD
