COMPANY,CUST #,CYCLE,ROUTE,DAY,RTE SEQ#,QTY,SIZE,CHG CODE,FREQ,SCHEDULE,BIN #,P/U#,BIN AMT$,TAX BODY,VAR3,VAR4,FEE CODE,PRICE LIST
1,16189,CA,64,MON,365,1,96,CR, ,M------,3,1,0,YC,WINERY,,,CO
1,16189,CA,64,MON,370,1,96,CR, ,M------,4,1,0,YC,WINERY,,,CO
1,16189,CA,CALL,SUN,257,1,4Y,GL, ,#NAME?,5,1,75,YC,WINERY,,,CO
1,16189,CA,CALL,SUN,0,1,4Y,CB, ,#NAME?,6,1,75,YC,WINERY,,,CO
1,16319,CA,24,THU,115,1,CT,9, ,---H---,1,1,103.93,C,WINERY,,,C
1,16319,CA,64,THU,500,1,96,CR, ,---H---,2,1,0,C,WINERY,,,C
1,16319,CA,64,THU,510,3,96,AR, ,---H---,3,1,76,C,WINERY,,,C
1,16319,CA,85,THU,110,1,96,CR, ,---H---,4,1,0,C,WINERY,,,C
1,16340,CA,97,THU,0,3,CT,9, ,---H---,1,1,103.93,C,,,,C
1,16340,CA,97,THU,0,1,96,CR, ,---H---,2,1,0,C,,,,C
1,16340,CA,97,THU,0,1,96,AR, ,---H---,3,1,76,C,,,,C
1,16438,CA,46,THU,80,1,2Y,A0,A,---H---,1,1,0,SC,LANDSCAPER,,,CO
1,16464,PA,29,MON,830,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,23,TUE,460,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,23,WED,420,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,23,THU,820,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,29,FRI,200,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,29,SAT,10,1,CT,SV, ,MTWHFS-,1,6,9810.85,YC,,,,CO
1,16464,PA,    ,UNR,0,1,40,RO, ,-------,2,0,0,YC,,,,CO
1,16464,PA,42,FRI,350,1,4Y,R0, ,----F--,3,1,516.69,YC,,,,CO
1,16464,PA,42,FRI,355,1,4Y,R0, ,----F--,4,1,516.69,YC,,,,CO
1,16464,PA,42,FRI,360,1,4Y,R0, ,----F--,5,1,516.69,YC,,,,CO
1,16464,PA,40,MON,370,5,CF,6, ,M-W-F--,6,3,134.91,YC,,,,CO
1,16464,PA,40,WED,305,5,CF,6, ,M-W-F--,6,3,134.91,YC,,,,CO
1,16464,PA,40,FRI,335,5,CF,6, ,M-W-F--,6,3,134.91,YC,,,,CO
1,16464,PA,    ,UNR,0,16,  ,N3, ,-------,7,0,0,YC,,,,CO
1,16464,PA,62,MON,2700,16,96,CR, ,M------,8,1,0,YC,,,,CO
1,16464,PA,62,MON,2710,16,96,CG, ,M------,9,1,0,YC,,,,CO
1,16464,PA,40,MON,375,5,CF,6, ,M-W-F--,10,3,134.91,YC,,,,CO
1,16464,PA,40,WED,310,5,CF,6, ,M-W-F--,10,3,134.91,YC,,,,CO
1,16464,PA,40,FRI,340,5,CF,6, ,M-W-F--,10,3,134.91,YC,,,,CO
1,16464,PA,40,MON,380,2,CF,6, ,M-W-F--,11,3,134.91,YC,,,,CO
1,16464,PA,40,WED,315,2,CF,6, ,M-W-F--,11,3,134.91,YC,,,,CO
1,16464,PA,40,FRI,345,2,CF,6, ,M-W-F--,11,3,134.91,YC,,,,CO
1,16464,PA,40,MON,385,2,CF,6, ,M-W-F--,12,3,134.91,YC,,,,CO
1,16464,PA,40,WED,320,2,CF,6, ,M-W-F--,12,3,134.91,YC,,,,CO
1,16464,PA,40,FRI,350,2,CF,6, ,M-W-F--,12,3,134.91,YC,,,,CO
1,16464,PA,29,MON,320,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,23,TUE,462,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,23,WED,406,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,23,THU,821,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,29,FRI,210,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,29,SAT,20,1,6Y,T0, ,MTWHFS-,13,6,0,YC,,,,CO
1,16464,PA,29,MON,330,1,2Y,T0, ,M------,14,1,0,YC,,,,CO
1,16464,PA,29,MON,340,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,23,TUE,463,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,23,WED,412,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,23,THU,822,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,29,FRI,220,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,29,SAT,50,1,6Y,T0, ,MTWHFS-,15,6,0,YC,,,,CO
1,16464,PA,29,MON,350,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,23,TUE,475,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,23,WED,407,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,23,THU,837,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,29,FRI,230,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,29,SAT,60,1,6Y,T0, ,MTWHFS-,16,6,0,YC,,,,CO
1,16464,PA,29,MON,360,4,4Y,T0, ,M------,17,1,0,YC,,,,CO
1,16464,PA,23,TUE,465,5,4Y,T0, ,-TWHFS-,18,5,0,YC,,,,CO
1,16464,PA,23,WED,413,5,4Y,T0, ,-TWHFS-,18,5,0,YC,,,,CO
1,16464,PA,23,THU,823,5,4Y,T0, ,-TWHFS-,18,5,0,YC,,,,CO
1,16464,PA,29,FRI,240,5,4Y,T0, ,-TWHFS-,18,5,0,YC,,,,CO
1,16464,PA,29,SAT,70,5,4Y,T0, ,-TWHFS-,18,5,0,YC,,,,CO
1,16464,PA,29,MON,370,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,23,TUE,466,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,23,WED,408,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,23,THU,836,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,29,FRI,250,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,29,SAT,80,1,4Y,T0, ,MTWHFS-,19,6,0,YC,,,,CO
1,16464,PA,29,MON,376,1,4Y,T0, ,M--H---,20,2,0,YC,,,,CO
1,16464,PA,23,THU,835,1,4Y,T0, ,M--H---,20,2,0,YC,,,,CO
1,16464,PA,29,MON,880,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,23,TUE,467,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,23,WED,414,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,23,THU,825,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,29,FRI,270,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,29,SAT,130,2,4Y,T0, ,MTWHFS-,21,6,0,YC,,,,CO
1,16464,PA,29,MON,870,1,6Y,T0, ,M------,22,1,0,YC,,,,CO
1,16464,PA,29,MON,890,1,4Y,T0, ,M-W-F--,23,3,0,YC,,,,CO
1,16464,PA,23,WED,409,1,4Y,T0, ,M-W-F--,23,3,0,YC,,,,CO
1,16464,PA,29,FRI,280,1,4Y,T0, ,M-W-F--,23,3,0,YC,,,,CO
1,16464,PA,29,MON,860,1,4Y,T0, ,M-W-F--,24,3,0,YC,,,,CO
1,16464,PA,23,WED,404,1,4Y,T0, ,M-W-F--,24,3,0,YC,,,,CO
1,16464,PA,29,FRI,310,1,4Y,T0, ,M-W-F--,24,3,0,YC,,,,CO
1,16464,PA,29,MON,850,1,4Y,T0, ,M--H---,25,2,0,YC,,,,CO
1,16464,PA,23,THU,834,1,4Y,T0, ,M--H---,25,2,0,YC,,,,CO
1,16464,PA,29,MON,840,1,6Y,T0, ,M--H---,26,2,0,YC,,,,CO
1,16464,PA,23,THU,826,1,6Y,T0, ,M--H---,26,2,0,YC,,,,CO
1,16464,PA,23,TUE,468,1,4Y,T0, ,-T-H-S-,27,3,0,YC,,,,CO
1,16464,PA,23,THU,833,1,4Y,T0, ,-T-H-S-,27,3,0,YC,,,,CO
1,16464,PA,29,SAT,30,1,4Y,T0, ,-T-H-S-,27,3,0,YC,,,,CO
1,16464,PA,23,TUE,469,1,4Y,T0, ,-T-H-S-,28,3,0,YC,,,,CO
1,16464,PA,23,THU,827,1,4Y,T0, ,-T-H-S-,28,3,0,YC,,,,CO
1,16464,PA,29,SAT,40,1,4Y,T0, ,-T-H-S-,28,3,0,YC,,,,CO
1,16464,PA,23,TUE,471,1,4Y,T0, ,-T---S-,29,2,0,YC,,,,CO
1,16464,PA,29,SAT,120,1,4Y,T0, ,-T---S-,29,2,0,YC,,,,CO
1,16464,PA,29,MON,375,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,23,TUE,472,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,23,WED,410,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,23,THU,832,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,29,FRI,265,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,29,SAT,150,1,4Y,T0, ,MTWHFS-,30,6,0,YC,,,,CO
1,16464,PA,23,TUE,473,1,6Y,T0, ,-T--F--,31,2,0,YC,,,,CO
1,16464,PA,29,FRI,290,1,6Y,T0, ,-T--F--,31,2,0,YC,,,,CO
1,16464,PA,23,TUE,474,1,4Y,T0, ,-T-----,32,1,0,YC,,,,CO
1,16464,PA,23,TUE,461,1,6Y,T0, ,-T-----,33,1,0,YC,,,,CO
1,16464,PA,23,WED,411,1,4Y,T0, ,--W----,34,1,0,YC,,,,CO
1,16464,PA,23,THU,831,1,2Y,T0, ,---H---,35,1,0,YC,,,,CO
1,16464,PA,23,THU,830,2,4Y,T0, ,---H---,36,1,0,YC,,,,CO
1,16464,PA,23,THU,829,2,6Y,T0, ,---H---,37,1,0,YC,,,,CO
1,16464,PA,29,FRI,320,2,2Y,T0, ,----F--,38,1,0,YC,,,,CO
1,16464,PA,29,FRI,260,1,4Y,T0, ,----F--,39,1,0,YC,,,,CO
1,16464,PA,29,FRI,190,2,4Y,T0, ,----F--,40,1,0,YC,,,,CO
1,16464,PA,29,SAT,110,1,2Y,T0, ,-----S-,41,1,0,YC,,,,CO
1,16464,PA,29,SAT,100,1,2Y,T0, ,-----S-,42,1,0,YC,,,,CO
1,16464,PA,23,THU,828,1,4Y,T0, ,---H---,43,1,0,YC,,,,CO
1,16464,PA,    ,UNR,0,1,30,WZ, ,-------,44,0,0,YC,,,,CO
1,16464,PA,29,SAT,0,1,4Y,ST, ,-----S-,45,1,205.48,YC,,,,CO
1,16464,PA,29,SAT,0,1,4Y,ST, ,-----S-,46,1,205.48,YC,,,,CO
1,16464,PA,29,SAT,0,1,6Y,ST, ,-----S-,47,1,299.6,YC,,,,CO
1,16464,PA,29,SAT,0,1,4Y,ST, ,-----S-,48,1,205.48,YC,,,,CO
1,16464,PA,29,MON,0,1,4Y,ST, ,M------,49,1,205.48,YC,,,,CO
1,16464,PA,49,MON,290,1,6Y,CB, ,M-W-F--,50,3,0,YC,,,,CO
1,16464,PA,49,WED,170,1,6Y,CB, ,M-W-F--,50,3,0,YC,,,,CO
1,16464,PA,49,FRI,460,1,6Y,CB, ,M-W-F--,50,3,0,YC,,,,CO
1,16464,PA,49,MON,290,1,6Y,CB, ,M-W-F--,51,3,0,YC,,,,CO
1,16464,PA,49,WED,170,1,6Y,CB, ,M-W-F--,51,3,0,YC,,,,CO
1,16464,PA,49,FRI,430,1,6Y,CB, ,M-W-F--,51,3,0,YC,,,,CO
1,16464,PA,49,MON,290,1,4Y,CB, ,M-W-F--,52,3,0,YC,,,,CO
1,16464,PA,49,WED,170,1,4Y,CB, ,M-W-F--,52,3,0,YC,,,,CO
1,16464,PA,49,FRI,450,1,4Y,CB, ,M-W-F--,52,3,0,YC,,,,CO
1,16464,PA,49,MON,290,1,4Y,CB, ,M-W-F--,53,3,0,YC,,,,CO
1,16464,PA,49,WED,170,1,4Y,CB, ,M-W-F--,53,3,0,YC,,,,CO
1,16464,PA,49,FRI,440,1,4Y,CB, ,M-W-F--,53,3,0,YC,,,,CO
1,16464,PA,49,MON,290,1,4Y,CB, ,M-W-F--,54,3,0,YC,,,,CO
1,16464,PA,49,WED,170,1,4Y,CB, ,M-W-F--,54,3,0,YC,,,,CO
1,16464,PA,49,FRI,420,1,4Y,CB, ,M-W-F--,54,3,0,YC,,,,CO
1,16470,CA,23,FRI,370,1,4Y,T0, ,----F--,1,1,890.4,CC,,,,CO
1,16470,CA,64,THU,170,1,96,CR, ,---H---,2,1,0,CC,,,,CO
1,16470,CA,64,THU,180,1,96,CR, ,---H---,3,1,0,CC,,,,CO
1,16470,CA,64,THU,190,1,96,CR, ,---H---,4,1,0,CC,,,,CO
1,16470,CA,62,THU,1675,1,96,CG, ,---H---,5,1,0,CC,,,,CO
1,16470,CA,43,TUE,0,1,4Y,GL, ,-T-----,6,1,75,CC,,,,CO
1,16470,CA,44,WED,75,1,4P,CB, ,--W-F--,7,2,75,CC,,,,CO
1,16470,CA,44,FRI,190,1,4P,CB, ,--W-F--,7,2,75,CC,,,,CO
1,16519,CA,25,TUE,1105,1,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,16519,CA,64,TUE,0,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,16545,TA,    ,UNR,0,1,20,WZ, ,-------,1,0,0,YC,,,,CO
1,16545,TA,    ,UNR,0,1,20,GZ, ,-------,2,0,0,YC,,,,CO
1,16564,CA,21,TUE,1230,1,CT,6, ,-T-----,1,1,89.71,SC,WINERY,,,CO
1,16564,CA,62,TUE,7830,1,96,CR, ,-T-----,2,1,0,SC,WINERY,,,CO
1,16565,CA,25,THU,2680,1,CT,3, ,---H---,1,1,34.64,C,UTILITY,,,C
1,16565,CA,65,THU,2890,1,96,CR, ,---H---,2,1,0,C,UTILITY,,,C
1,16565,CA,85,THU,1405,1,96,CG, ,---H---,3,1,0,C,UTILITY,,,C
1,16605,CA,23,WED,600,1,4Y,T0, ,--W----,1,1,890.4,CC,WINERY,,,CO
1,16605,CA,61,THU,50,3,96,CR, ,---H---,2,1,0,CC,WINERY,,,CO
1,16607,CA,25,TUE,260,1,CT,9, ,-T-----,1,1,97.87,S,WINERY,,,S
1,16607,CA,68,TUE,170,1,96,CR, ,-T-----,2,1,0,S,WINERY,,,S
1,16607,CA,68,TUE,180,1,96,AR, ,-T-----,3,1,73.41,S,WINERY,,,S
1,16628,CA,61,THU,330,1,96,CR, ,---H---,1,1,0,C,RESTAURANT,,,C
1,16628,CA,61,THU,340,1,96,CR, ,---H---,2,1,0,C,RESTAURANT,,,C
1,16628,CA,25,THU,2210,2,CT,9, ,---H---,3,1,103.93,C,RESTAURANT,,,C
1,16628,CA,40,WED,195,1,CF,6, ,--W----,4,1,0,C,RESTAURANT,,,C
1,16795,CA,28,TUE,1070,1,CT,9, ,-T-----,1,1,97.87,S,MULTIFAMIL,,,S
1,16795,CA,28,TUE,1080,1,CT,9, ,-T-----,2,1,97.87,S,MULTIFAMIL,,,S
1,16795,CA,68,TUE,3020,2,96,CR, ,-T-----,3,1,0,S,MULTIFAMIL,,,S
1,16795,CA,85,TUE,3010,1,96,CG, ,-T-----,4,1,0,S,MULTIFAMIL,,,S
1,16795,CA,85,TUE,3015,1,96,CG, ,-T-----,5,1,0,S,MULTIFAMIL,,,S
1,16933,CA,28,MON,2320,1,CT,9, ,M------,1,1,101.24,Y,,,,Y
1,16933,CA,64,MON,1690,1,96,CR, ,M------,2,1,0,Y,,,,Y
1,16933,CA,64,MON,1685,1,96,AR, ,M------,3,1,75.92,Y,,,,Y
1,16945,MA,    ,UNR,0,1,20,RO, ,-------,1,0,0,Y,,,,Y
1,16945,MA,    ,UNR,0,1,20,WZ, ,-------,2,0,0,Y,,,,Y
1,16945,MA,    ,UNR,0,1,30,WZ, ,-------,3,0,0,Y,,,,Y
1,16952,CA,24,THU,85,1,CT,9, ,---H---,1,1,103.93,C,,,,C
1,16952,CA,64,THU,420,1,96,CR, ,---H---,2,1,0,C,,,,C
1,16952,CA,64,THU,430,1,96,AR, ,---H---,3,1,76,C,,,,C
1,16952,CA,85,THU,90,1,96,CG, ,---H---,4,1,0,C,,,,C
1,16964,CA,23,WED,60,1,2Y,T1, ,--W----,1,1,540.19,YC,,,,CO
1,16964,CA,42,FRI,85,1,4Y,R1, ,----F--,2,1,754.25,YC,,,,CO
1,16964,CA,64,MON,290,1,96,CR, ,M------,3,1,0,YC,,,,CO
1,16964,CA,64,MON,295,1,96,CR, ,M------,4,1,0,YC,,,,CO
1,17005,CN,    ,UNR,0,1,30,RO, ,-------,1,0,0,YC,,,,CO
1,17038,CA,25,TUE,910,3,CT,9, ,-T-----,1,1,97.87,S,,,,S
1,17038,CA,40,MON,185,2,CF,6, ,M-W-F--,2,3,0,S,,,,S
1,17038,CA,40,WED,125,2,CF,6, ,M-W-F--,2,3,0,S,,,,S
1,17038,CA,40,FRI,170,2,CF,6, ,M-W-F--,2,3,0,S,,,,S
1,17038,CA,64,TUE,965,3,96,CR, ,-T-----,3,1,0,S,,,,S
1,17038,CA,44,TUE,240,1,4Y,CB, ,-TW-FS-,4,4,75,S,,,,S
1,17038,CA,44,WED,175,1,4Y,CB, ,-TW-FS-,4,4,75,S,,,,S
1,17038,CA,49,FRI,220,1,4Y,CB, ,-TW-FS-,4,4,75,S,,,,S
1,17038,CA,49,SAT,31,1,4Y,CB, ,-TW-FS-,4,4,75,S,,,,S
1,17057,CA,23,MON,800,1,4P,T0, ,M------,1,1,696.01,S,,,,S
1,17057,CA,23,MON,810,1,4P,T0, ,M------,2,1,696.01,S,,,,S
1,17057,CA,23,MON,820,1,4P,T0, ,M------,3,1,696.01,S,,,,S
1,17057,CA,23,MON,830,1,4P,T0, ,M------,4,1,696.01,S,,,,S
1,17057,CA,23,MON,850,1,4P,T0, ,M------,5,1,696.01,S,,,,S
1,17057,CA,68,WED,800,15,96,CR, ,--W----,6,1,0,S,,,,S
1,17057,CA,84,TUE,60,1,4Y,G0, ,-T-----,7,1,454.87,S,,,,S
1,17073,CA,21,FRI,1920,1,CT,6, ,----F--,1,1,116.53,PV,,,,PV
1,17073,CA,21,FRI,1930,1,CT,6, ,----F--,2,1,116.53,PV,,,,PV
1,17073,CA,62,FRI,4630,1,96,CR, ,----F--,3,1,0,PV,,,,PV
1,17073,CA,62,FRI,4640,1,96,CR, ,----F--,4,1,0,PV,,,,PV
1,17073,CA,62,FRI,4650,1,96,CG, ,----F--,5,1,0,PV,,,,PV
1,17183,CA,28,THU,480,1,CT,6, ,---H---,1,1,69.28,C,,,,C
1,17183,CA,61,THU,890,1,96,CR, ,---H---,2,1,0,C,,,,C
1,17209,CA,25,THU,40,1,  ,9, ,---H---,1,1,101.34,C,,,,C
1,17209,CA,65,THU,2160,1,96,CR, ,---H---,2,1,0,C,,,,C
1,17209,CA,85,THU,1170,1,96,CG, ,---H---,3,1,0,C,,,,C
1,17211,CA,46,THU,0,1,3Y,TH, ,---H---,1,1,0,YC,,,,CO
1,17211,CA,CALL,THU,0,1,3Y,RH, ,---H---,2,1,0,YC,,,,CO
1,17255,CA,23,THU,510,1,2Y,T0, ,---H---,1,1,439.46,C,BAR NO FW,,,C
1,17255,CA,61,THU,350,1,96,CR, ,---H---,2,1,0,C,BAR NO FW,,,C
1,17255,CA,61,THU,370,1,96,CR, ,---H---,3,1,0,C,BAR NO FW,,,C
1,17255,CA,61,THU,390,1,96,CR, ,---H---,4,1,0,C,BAR NO FW,,,C
1,17255,CA,61,THU,380,1,96,AR, ,---H---,5,1,76,C,BAR NO FW,,,C
1,17268,CA,23,THU,370,1,4Y,T0, ,---H---,1,1,813.98,C,,,,C
1,17268,CA,68,THU,470,1,96,CR, ,---H---,2,1,0,C,,,,C
1,17268,CA,44,FRI,125,1,4Y,CB, ,----F--,3,1,75,C,,,,C
1,17272,CA,24,TUE,3550,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,17272,CA,24,TUE,3560,1,CT,3, ,-T-----,2,1,32.62,S,,,,S
1,17272,CA,62,TUE,7340,1,96,CR, ,-T-----,3,1,0,S,,,,S
1,17272,CA,62,TUE,7350,1,96,CR, ,-T-----,4,1,0,S,,,,S
1,17304,CA,24,TUE,3470,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,17304,CA,24,TUE,3480,1,CT,3, ,-T-----,2,1,32.62,S,,,,S
1,17304,CA,24,TUE,3490,1,CT,3, ,-T-----,3,1,32.62,S,,,,S
1,17304,CA,24,TUE,3500,1,CT,3, ,-T-----,4,1,32.62,S,,,,S
1,17304,CA,64,TUE,150,1,96,CR, ,-T-----,5,1,0,S,,,,S
1,17304,CA,64,TUE,155,1,96,CR, ,-T-----,6,1,0,S,,,,S
1,17304,CA,64,TUE,160,1,96,CR, ,-T-----,7,1,0,S,,,,S
1,17304,CA,64,TUE,165,1,96,CR, ,-T-----,8,1,0,S,,,,S
1,17304,CA,82,TUE,460,4,96,CG, ,-T-----,9,1,0,S,,,,S
1,17305,CA,24,TUE,3510,1,CT,3, ,-T-----,1,1,32.62,S,,,,S
1,17305,CA,24,TUE,3520,1,CT,3, ,-T-----,2,1,32.62,S,,,,S
1,17305,CA,24,TUE,3530,1,CT,3, ,-T-----,3,1,32.62,S,,,,S
1,17305,CA,24,TUE,3540,1,CT,3, ,-T-----,4,1,32.62,S,,,,S
1,17305,CA,62,TUE,7360,1,96,CR, ,-T-----,5,1,0,S,,,,S
1,17305,CA,62,TUE,7360,1,96,CR, ,-T-----,6,1,0,S,,,,S
1,17305,CA,62,TUE,7360,1,96,CR, ,-T-----,7,1,0,S,,,,S
1,17305,CA,62,TUE,7360,1,96,CR, ,-T-----,8,1,0,S,,,,S
1,17305,CA,82,TUE,470,2,96,CG, ,-T-----,9,1,0,S,,,,S
1,17387,CA,62,MON,5635,1,CT,9, ,M------,1,1,134.57,SC,,,,CO
1,17387,CA,62,MON,5635,1,96,CR, ,M------,2,1,0,SC,,,,CO
1,17387,CA,62,MON,4855,1,96,CG, ,M------,3,1,0,SC,,,,CO
1,17403,CA,21,MON,470,1,  ,86, ,M------,1,1,179.92,YC,,,,CO
1,17403,CA,64,MON,593,1,96,CR, ,M------,2,1,0,YC,,,,CO
1,17417,CA,62,MON,5200,1,CT,66, ,M------,1,1,145.81,SC,,,,CO
1,17417,CA,62,MON,3950,1,96,CR, ,M------,2,1,0,SC,,,,CO
1,17417,CA,62,MON,3950,1,96,CG, ,M------,3,1,0,SC,,,,CO
1,17422,CA,23,MON,450,1,2Y,T0, ,M------,1,1,439.46,C,BAKERY,,,C
1,17422,CA,61,THU,800,1,96,CR, ,---H---,2,1,0,C,BAKERY,,,C
1,17422,CA,61,THU,810,1,96,CR, ,---H---,3,1,0,C,BAKERY,,,C
1,17422,CA,61,THU,820,1,96,CR, ,---H---,4,1,0,C,BAKERY,,,C
1,17436,TA,    ,UNR,0,1,20,RO, ,-------,1,0,0,SC,,,,CO
1,17442,CA,29,FRI,110,1,2Y,T0, ,----F--,1,1,435.94,Y,,,,Y
1,17442,CA,29,FRI,110,1,PU,PL, ,----F--,2,1,50,Y,,,,Y
1,17442,CA,64,MON,1737,2,96,CR, ,M------,3,1,0,Y,,,,Y
1,17442,CA,85,MON,2120,2,96,CG, ,M------,4,1,0,Y,,,,Y
1,17462,CA,21,MON,2310,1,CT,9, ,M-W-F--,1,3,293.61,S,,,,S
1,17462,CA,28,WED,10,1,CT,9, ,M-W-F--,1,3,293.61,S,,,,S
1,17462,CA,21,FRI,1955,1,CT,9, ,M-W-F--,1,3,293.61,S,,,,S
1,17462,CA,64,TUE,1331,1,96,CR, ,-T-----,2,1,0,S,,,,S
1,17462,CA,64,TUE,1332,2,96,AR, ,-T-----,3,1,73.41,S,,,,S
1,17526,CA,21,MON,860,1,CT,9, ,M------,1,1,134.57,YC,,,,CO
1,17526,CA,21,MON,865,1,CT,9, ,M------,2,1,134.57,YC,,,,CO
1,17526,CA,62,MON,710,1,96,CR, ,M------,3,1,0,YC,,,,CO
1,17526,CA,62,MON,720,2,96,AR, ,M------,4,1,100.93,YC,,,,CO
1,17574,CA,23,THU,210,1,2Y,T0, ,---H---,1,1,482.56,CC,,,,CO
1,17574,CA,44,FRI,10,1,6Y,CB, ,----F--,2,1,75,CC,,,,CO
1,17574,CA,62,THU,4735,4,96,CR, ,---H---,3,1,0,CC,,,,CO
1,17574,CA,CALL,SUN,0,1,4Y,GL, ,#NAME?,4,1,75,CC,,,,CO
1,17588,CA,21,TUE,1310,1,CT,9, ,-T-----,1,1,134.57,SC,,,,CO
1,17588,CA,62,TUE,7900,1,96,CR, ,-T-----,2,1,0,SC,,,,CO
1,17588,CA,82,TUE,1210,1,96,CG, ,-T-----,3,1,0,SC,,,,CO
1,17589,CA,23,THU,390,1,4P,T0, ,---H---,1,1,822.1,CL,,,,CL
1,17589,CA,23,THU,400,1,4P,T0, ,---H---,2,1,822.1,CL,,,,CL
1,17589,CA,23,THU,410,1,4P,T0, ,---H---,3,1,822.1,CL,,,,CL
1,17589,CA,23,THU,420,1,4P,T0, ,---H---,4,1,822.1,CL,,,,CL
1,17589,CA,23,THU,390,4,OC,EG, ,---H---,5,1,40,CL,,,,CL
1,17589,CA,23,THU,390,4,PU,PL, ,---H---,6,1,50,CL,,,,CL
1,17589,CA,66,THU,2940,8,96,CR, ,---H---,7,1,0,CL,,,,CL
1,17597,CA,65,THU,280,1,96,CR, ,---H---,1,1,0,C,,,,C
1,17597,CA,85,THU,1615,1,96,CG, ,---H---,2,1,0,C,,,,C
1,17597,CA,25,THU,1160,3,CT,9, ,---H---,3,1,103.93,C,,,,C
1,17666,CA,23,MON,765,1,4Y,T0, ,MTWHF--,1,5,3109.09,S,,,,S
1,17666,CA,23,TUE,100,1,4Y,T0, ,MTWHF--,1,5,3109.09,S,,,,S
1,17666,CA,23,WED,85,1,4Y,T0, ,MTWHF--,1,5,3109.09,S,,,,S
1,17666,CA,23,THU,45,1,4Y,T0, ,MTWHF--,1,5,3109.09,S,,,,S
1,17666,CA,23,FRI,570,1,4Y,T0, ,MTWHF--,1,5,3109.09,S,,,,S
1,17666,CA,23,WED,86,1,4Y,T0, ,--W-F--,2,2,1278.97,S,,,,S
1,17666,CA,23,FRI,571,1,4Y,T0, ,--W-F--,2,2,1278.97,S,,,,S
1,17666,CA,42,MON,10,1,4Y,R0, ,M------,3,1,501.7,S,,,,S
1,17666,CA,44,WED,250,1,4Y,CB, ,--W----,4,1,75,S,,,,S
1,17666,CA,64,TUE,535,4,96,CR, ,-T-----,5,1,0,S,,,,S
1,17666,CA,40,MON,130,2,CF,6, ,M---F--,6,2,0,S,,,,S
1,17666,CA,40,FRI,100,2,CF,6, ,M---F--,6,2,0,S,,,,S
1,17675,CA,23,MON,790,1,4P,T0, ,M------,1,1,696.01,S,,,,S
1,17675,CA,23,MON,790,1,PU,PL, ,M------,2,1,50,S,,,,S
