CO,CUST#,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,V3  BIZ TYPE,V4  SB1383,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT
1,26505,SC    ,CA,482.56,482.56,,482.56,0,0,0,,,0,4384.96,,3/22/2019,,3/22/2019,,,CO,
1,26525,C     ,PA,0,1896.72,,1896.72,0,0,0,,,0,15761.76,,3/29/2019,,3/29/2019,,,C,
1,26552,AC    ,TA,0,0,,0,0,0,0,,,0,1919.04,,4/5/2019,,4/5/2019,,,CO,
1,26588,S     ,CA,32.62,32.62,,32.62,0,0,0,,,0,296.44,,4/16/2019,,,,,S,
1,26600,C     ,CA,103.93,103.93,,103.93,0,0,0,RESTAURANT,,0,944.38,,4/11/2019,,4/11/2019,,,C,
1,26622,AC    ,TA,0,201.15,,201.15,0,0,0,,,0,201.15,,4/29/2002,,4/29/2002,,,CO,
1,26674,C     ,TA,0,479.44,,479.44,0,0,0,,,0,7046.12,,4/22/2019,,,,,C,
1,26687,S     ,CA,65.25,0,,0,0,0,0,,,0,540.13,,4/23/2019,,4/23/2019,,,S,
1,26697,CC    ,CA,44.86,0,,0,0,0,0,,,0,407.62,,5/2/2019,,5/2/2019,,,CO,
1,26711,CL    ,CA,706.24,706.24,,706.24,0,0,0,,,0,6605.55,,5/2/2019,,,,,CL,
1,26798,YC    ,CA,269.14,0,,0,0,0,0,,,0,2445.64,,5/13/2019,,,,,CO,
1,26801,CC    ,CA,378.82,0,,0,0,0,0,,,0,3442.24,,1/22/1999,,,,,CO,
1,26862,SC    ,CA,269.14,0,,0,0,0,0,,,0,2445.64,,5/20/2019,,,,,CO,
1,26871,SC    ,CA,134.57,271.16,,136.59,134.57,0,0,,,0,1227.8,,6/4/2019,,,,,CO,
1,26890,YC    ,CA,2896.5,20,,20,0,0,0,,,10,18075.38,,5/24/2004,,5/24/2004,,,CO,
1,26894,S     ,CA,171.28,171.28,,171.28,0,0,0,,,0,1355.36,,5/28/2019,,5/28/2019,,,S,
1,26900,S     ,CA,195.74,195.74,,195.74,0,0,0,,,0,1778.72,,2/16/1999,,2/16/1999,,,S,
1,26919,S     ,CA,438.91,438.91,,438.91,0,0,0,,,0,3765.8,,2/23/1999,,2/23/1999,,,S,
1,26934,C     ,CA,34.64,0,,0,0,0,0,,,0,314.78,,6/3/2019,,6/3/2019,,,C,
1,26948,Y     ,CA,202.48,202.48,,202.48,0,0,0,POLICEFIRE,,0,1839.88,,3/1/1999,,,,,Y,
1,26972,S     ,CA,97.87,97.87,,97.87,0,0,0,,,0,1399.85,,6/7/2019,,,,,S,
1,27036,S     ,TA,0,0,,0,0,0,0,,,0,1452.37,,5/21/2018,,10/17/2015,,,S,
1,27069,CC    ,CA,1438.77,1438.77,,1438.77,0,0,0,,,0,13110.6,,6/11/2019,,,,,CO,
1,27143,CL    ,CA,405.36,405.36,,405.36,0,0,0,MULTIFAMIL,,0,3710.24,,4/8/1999,,4/8/1999,,,CL,
1,27234,CC    ,TA,0,0,,0,0,0,0,,,0,0,,6/28/2019,,6/28/2019,,,CO,
1,27253,C     ,CA,439.46,0,,0,0,0,0,,,0,4142.82,,7/4/2019,,,,,C,
1,27267,Y     ,CA,430.24,430.24,,430.24,0,0,0,,,0,3909.58,,5/3/1999,,,,,Y,
1,27268,YC    ,CA,3155.7,3155.7,,3155.7,0,0,0,,,0,16896.75,,7/12/2019,,7/12/2019,,,CO,
1,27286,S     ,CA,373.28,0,,0,0,0,0,,,0,3392,,7/16/2019,,7/16/2019,,,S,
1,27307,YC    ,CA,1298.25,1298.25,,1298.25,0,0,0,,,0,12061.96,,5/7/1999,,5/7/1999,,,CO,
1,27332,S     ,CA,367.02,367.02,,367.02,0,0,0,,,0,2885.49,,5/11/1999,,5/11/1999,,,S,
1,27354,SC    ,TA,0,-2299.58,,-2299.58,0,0,0,,,0,38728.52,,7/12/2019,,7/12/2019,,,CO,
1,27401,S     ,CA,363.91,373.91,,373.91,0,0,0,,,0,3883.68,,7/23/2019,,,,,S,
1,27462,SC    ,CA,44.86,0,,0,0,0,0,,,0,407.62,,7/31/2019,,,,,CO,
1,27477,C     ,CA,34.64,0,,0,0,0,0,,,0,314.78,,8/1/2019,,,,,C,
1,27554,C     ,CA,138.56,138.56,,138.56,0,0,0,,,0,1259.12,,6/17/1999,,,,,C,
1,27560,SC    ,CN,0,0,,0,0,0,0,,,0,0,,7/26/2019,,,,,CO,
1,27579,SC    ,CN,0,0,,0,0,0,0,,,0,0,,8/9/2019,,,,,CO,
1,27610,S     ,TA,0,3485.91,,3485.91,0,0,0,,,0,29025.5,,10/3/2017,,10/23/2015,,,S,
1,27659,C     ,CA,103.93,103.93,,103.93,0,0,0,,,0,975.58,,8/29/2019,,8/29/2019,,,C,
1,27697,S     ,CA,32.62,32.62,,32.62,0,0,0,,,0,296.44,,9/3/2019,,,,,S,
1,27698,YC    ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/7/1999,,,,,CO,
1,27699,C     ,CA,813.98,0,,0,0,0,0,,,0,6726.33,,8/30/2019,,8/30/2019,,,C,
1,27736,S     ,MA,0,0,,0,0,0,0,,,0,0,,10/15/2021,,10/15/2021,,,S,
1,27777,S     ,CA,97.87,0,,0,0,0,0,,,0,889.36,,9/17/2019,,,,,S,
1,27787,S     ,CA,4583.48,4798.48,,4798.48,0,0,0,,,0,43222.76,,7/21/1999,,7/21/1999,,,S,
1,27982,YC    ,CA,44.86,44.86,,44.86,0,0,0,,,0,410.1,,10/14/2019,,,,,CO,
1,28071,SC    ,CA,890.4,890.4,,890.4,0,0,0,,,0,8754.02,,10/2/2019,,10/2/2019,,,CO,
1,28111,YC    ,CA,482.56,0,,0,0,0,0,,,0,4469.84,,10/14/2019,,,,,CO,
1,28144,PV    ,CA,58.27,58.27,,58.27,0,0,0,,,0,529.48,,8/13/1999,,,,,PV,
1,28164,S     ,CA,236.53,236.53,,236.53,0,0,0,,,0,2031.4,,10/22/2019,,10/22/2019,,,S,
1,28197,S     ,MA,0,0,,0,0,0,0,,,0,0,,10/23/2019,,10/23/2019,,,S,
1,28202,CC    ,TA,0,0,,0,0,0,0,,,0,18.58,,10/23/2019,,10/23/2019,,,CO,
1,28204,C     ,CA,415.72,421.96,,421.96,0,0,0,,,0,3233.72,,1/7/2021,,,,,C,
1,28245,YC    ,CA,583.49,10,,10,0,0,0,,,10,5353.35,,8/30/1999,,8/30/1999,,,CO,
1,28302,C     ,MA,69.28,0,,0,0,0,0,,,0,352.44,,11/7/2019,,11/7/2019,,,C,
1,28307,C     ,TA,0,0,,0,0,0,0,,,0,7327.72,,11/7/2019,,11/7/2019,,,C,
1,28422,S     ,CA,293.61,0,,0,0,0,0,,,0,2668.08,,11/12/2019,,11/12/2019,,,S,
1,28440,YC    ,CA,2457.69,0,,0,0,0,0,,,0,22455.5,,9/22/1999,,9/22/1999,,,CO,
1,28442,YC    ,CA,1700.45,1934.24,,1934.24,0,0,0,,,0,15765.37,,9/20/1999,,,,,CO,
1,28463,C     ,CA,34.64,0,,0,0,0,0,,,0,314.78,,11/13/2019,,11/13/2019,,,C,
1,28518,Y     ,CA,504.78,504.78,,504.78,0,0,0,,,0,4834.63,,9/27/1999,,,,,Y,
1,28548,Y     ,CA,177.16,177.16,,177.16,0,0,0,,,0,1609.84,,12/2/2019,,,,,Y,
1,28563,S     ,CA,97.87,0,,0,0,0,0,,,0,889.36,,12/3/2019,,,,,S,
1,28565,CC    ,CA,134.57,0,,0,0,0,0,,,0,1222.82,,12/5/2019,,12/5/2019,,,CO,
1,28566,S     ,CA,32.62,0,,0,0,0,0,,,0,296.44,,12/24/2019,,12/24/2019,,,S,
1,28589,YC    ,TA,0,916.62,,916.62,0,0,0,,,0,18041.42,,6/21/2016,,6/1/2015,,,CO,
1,28600,CC    ,CA,235.5,235.5,,235.5,0,0,0,,,0,2139.96,,10/7/1999,,,,,CO,
1,28630,C     ,CA,514.46,514.46,,514.46,0,0,0,DELI/CAFE,,0,4336.71,,1/2/2020,,1/2/2020,,,C,
1,28659,SC    ,TA,0,0,,0,0,0,0,,,0,1139.85,,5/16/2013,,5/16/2013,,,CO,
1,28676,S     ,CA,32.62,0,,0,0,0,0,,,0,315.51,,1/7/2019,,,,,S,
1,28784,Y     ,CA,435.94,0,,0,0,0,0,,,0,6242.93,,1/27/2020,,1/27/2020,,,Y,
1,28795,S     ,MA,668.93,0,,0,0,0,0,,,0,3628.96,,1/21/2020,,1/21/2020,,,S,
1,28803,S     ,CA,97.87,97.87,,97.87,0,0,0,,,0,890.83,,1/21/2020,,,,,S,
1,28811,C     ,TA,0,21014.56,,8045.8,12968.76,0,0,,,1297.37,167801.66,,1/20/2020,,1/20/2020,,,C,
1,28817,PV    ,CA,116.53,116.53,,116.53,0,0,0,,,0,1093.67,,1/31/2020,,1/31/2020,,,PV,
1,28932,YC    ,CA,890.4,890.4,,890.4,0,0,0,,,0,8136,,3/6/2020,,3/6/2020,,,CO,
1,28964,AC    ,CA,89.71,91.06,,91.06,0,0,0,,,0,828.88,,2/19/2020,,,,,CO,
1,28993,S     ,CA,97.87,0,,0,0,0,0,,,0,889.36,,11/20/2001,,11/20/2001,,,S,
1,29031,YC    ,TA,0,2283.99,,297.99,1986,0,0,,,0,9653.55,,1/23/2018,,1/23/2018,,,CO,
1,29033,S     ,CA,97.87,0,,0,0,0,0,,,0,750.98,,3/8/2020,,3/8/2020,,,S,
1,29057,C     ,CA,75,637.84,,637.84,0,0,0,,,0,1067.8,,2/25/2020,,2/25/2020,,,C,
1,29112,S     ,CA,97.87,0,,0,0,0,0,,,0,891.84,,1/18/2000,,,,,S,
1,29126,SC    ,TA,0,0,,0,0,0,0,,,0,16196.48,,3/6/2020,,3/6/2020,,,CO,
1,29146,C     ,CA,103.93,0,,0,0,0,0,,,0,944.38,,3/5/2020,,,,,C,
1,29154,S     ,CA,438.91,0,,0,0,0,0,,,0,3606.82,,3/17/2020,,,,,S,
1,29208,S     ,CA,363.91,773.52,,409.31,364.21,0,0,,,0,3343.21,,3/30/2020,,,,,S,
1,29292,C     ,CA,103.93,103.93,,103.93,0,0,0,,,0,944.38,,4/9/2020,,,,,C,
1,29296,YC    ,CA,1474.18,1474.18,,1474.18,0,0,0,,,0,13014.22,,3/2/2000,,3/2/2000,,,CO,
1,29342,CC    ,TA,0,-313.17,,-313.17,0,0,0,,,0,6874.56,,4/14/2020,,4/14/2020,,,CO,
1,29347,SC    ,CA,344.14,2164.69,,2164.69,0,0,0,,,0,8935.51,,4/17/2020,,,,,CO,
1,29356,SC    ,CA,2356.47,2356.47,,2356.47,0,0,0,,,0,21076.38,,4/22/2020,,,,,CO,
1,29374,SC    ,CA,1373.25,0,,0,0,0,0,,,0,11803.14,,4/24/2020,,4/24/2020,,,CO,
1,29402,C     ,TA,0,268.2,,268.2,0,0,0,,,0,9341.74,,4/28/2020,,4/28/2020,,,C,
1,29433,YC    ,CA,256.23,429.55,,429.55,0,0,0,,,46.46,3728.52,,3/27/2000,,3/27/2000,,,CO,
1,29525,YC    ,TA,0,0,,0,0,0,0,,,0,263.63,,7/19/2021,,7/19/2021,,,CO,
1,29543,CC    ,TA,0,268.2,,268.2,0,0,0,,,0,22184.87,,5/7/2020,,5/7/2020,,,CO,
1,29548,S     ,CA,195.74,195.74,,195.74,0,0,0,,,0,1777.44,,5/6/2020,,,,,S,
1,29563,C     ,CA,311.79,0,,0,0,0,0,RESTAURANT,,0,2833.14,,5/14/2020,,5/14/2020,,,C,
1,29567,YC    ,TA,0,0,,0,0,0,0,VINEYARD,,0,5020.72,,5/12/2020,,,,,CO,
1,29585,YC    ,PA,0,13183.68,,8032.77,5150.91,0,0,,,0,45083.36,,4/24/2006,,4/24/2006,,,CO,
1,29607,C     ,CA,34.64,0,,0,0,0,0,,,0,305.45,,6/4/2020,,,,,C,
1,29658,S     ,TA,0,954.36,,954.36,0,0,0,,,0,7988.34,,5/27/2020,,,,,S,
1,29685,YC    ,CA,844.48,0,,0,0,0,0,,,0,8065.89,,6/8/2020,,,,,CO,
1,29720,C     ,CA,69.28,0,,0,0,0,0,,,0,632.22,,6/4/2020,,6/4/2020,,,C,
1,29744,YC    ,TA,0,335.25,,335.25,0,0,0,,,0,17824.54,,6/8/2020,,,,,CO,
1,29745,YC    ,TA,0,268.2,,268.2,0,0,0,,,0,3470.29,,12/5/2003,,12/5/2003,,,CO,
1,29859,YC    ,CA,1447.1,1447.1,,1447.1,0,0,0,,,0,13149.68,,6/12/2000,,6/12/2000,,,CO,
1,30036,PUC   ,CA,2673.91,1623.9,,1623.9,0,0,0,,,0,14772.77,,8/24/2020,,8/24/2020,,,CO,
1,30037,PUC   ,CA,1856.1,2006.1,,2006.1,0,0,0,,,0,13875.39,,7/13/2020,,7/13/2020,,,CO,
1,30038,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,8091,,9/2/2020,,9/2/2020,,,CO,
1,30039,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/15/2020,,7/15/2020,,,CO,
1,30040,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,8/19/2020,,8/19/2020,,,CO,
1,30047,CC    ,CA,44.86,44.86,,44.86,0,0,0,,,0,407.62,,6/25/2020,,,,,CO,
1,30057,S     ,TA,0,268.2,,268.2,0,0,0,,,0,13213.27,,6/24/2020,,6/24/2020,,,S,
1,30068,PUC   ,CA,5851.8,5851.8,,5851.8,0,0,0,,,0,54008.4,,7/1/2020,,7/1/2020,,,CO,
1,30071,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,2185.23,,9/8/2021,,,,,CO,
1,30072,PUC   ,CA,1706.1,1706.1,,1706.1,0,0,0,,,0,13125.39,,7/6/2020,,7/6/2020,,,CO,
1,30073,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,,,0,6658.46,,9/8/2021,,,,,CO,
1,30075,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,,,0,6658.46,,9/8/2021,,,,,CO,
1,30076,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,3631.69,,4/7/2021,,4/7/2021,,,CO,
1,30077,PUC   ,CA,890.4,1346.3,,1346.3,0,0,0,,,0,2771.95,,9/6/2021,,9/8/2021,,,CO,
1,30078,PUC   ,CA,1706.1,1706.1,,1706.1,0,0,0,,,0,3131.75,,9/6/2021,,,,,CO,
1,30080,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,1575.89,,9/8/2021,,,,,CO,
1,30081,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,8091,,7/8/2020,,,,,CO,
1,30082,PUC   ,CA,89.72,89.72,,89.72,0,0,0,,,0,2703.93,,7/8/2020,,7/8/2020,,,CO,
1,30083,PUC   ,CA,965.4,965.4,,965.4,0,0,0,,,0,8391,,7/8/2020,,7/8/2020,,,CO,
1,30084,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/8/2020,,7/8/2020,,,CO,
1,30085,PUC   ,CA,482.56,482.56,,482.56,0,0,0,,,0,4424.84,,7/8/2020,,7/8/2020,,,CO,
1,30086,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,8091,,7/8/2020,,7/8/2020,,,CO,
1,30088,PUC   ,CA,482.56,482.56,,482.56,0,0,0,,,0,4384.96,,7/8/2020,,7/8/2020,,,CO,
1,30089,PUC   ,CA,403.71,403.71,,403.71,0,0,0,,,0,3668.46,,7/8/2020,,7/8/2020,,,CO,
1,30090,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/8/2020,,7/8/2020,,,CO,
1,30092,PUC   ,CA,482.56,482.56,,482.56,0,0,0,,,0,4384.96,,7/8/2020,,7/8/2020,,,CO,
1,30093,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,1575.89,,9/8/2021,,,,,CO,
1,30095,PUC   ,CA,890.4,890.4,,890.4,0,0,0,,,0,5896.39,,9/8/2021,,,,,CO,
1,30096,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/8/2020,,7/8/2020,,,CO,
1,30098,PUC   ,CA,269.14,269.14,,269.14,0,0,0,,,0,2445.64,,7/8/2020,,7/8/2020,,,CO,
1,30099,PUC   ,CA,134.57,134.57,,134.57,0,0,0,,,0,1222.82,,7/8/2020,,7/8/2020,,,CO,
1,30154,S     ,TA,0,0,,0,0,0,0,,,0,0,,7/8/2020,,7/8/2020,,,S,
1,30220,YC    ,TA,0,2339.55,,1923.98,415.57,0,0,,,0,18795.69,,7/22/2020,,7/22/2020,,,CO,
1,30230,YC    ,TA,0,4489.12,,4489.12,0,0,0,,,1411.06,24481.83,,7/24/2020,,7/24/2020,,,CO,
1,30232,CL    ,CA,304.02,0,,0,0,0,0,,,0,2762.64,,7/30/2020,,,,,CL,
1,30271,CL    ,CA,270.24,270.24,,270.24,0,0,0,,,0,2459.73,,8/6/2020,,8/6/2020,,,CL,
1,30287,S     ,CA,130.48,130.48,,130.48,0,0,0,,,0,1185.76,,8/7/2020,,8/7/2020,,,S,
1,30295,YC    ,CA,482.56,979.6,,489.8,489.8,0,0,,,0,4226.49,,8/10/2020,,8/10/2020,,,CO,
1,30302,S     ,CA,32.62,0,,0,0,0,0,,,0,297.44,,8/14/2020,,,,,S,
1,30344,C     ,CA,103.93,209.42,,105.49,103.93,0,0,,,0,947.26,,9/3/2020,,,,,C,
1,30349,YC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1224.53,,8/31/2020,,,,,CO,
1,30355,C     ,TA,0,0,,0,0,0,0,,,0,322.23,,8/31/2020,,8/31/2020,,,C,
1,30395,SC    ,TA,0,3018.06,,3018.06,0,0,0,,,916.62,17274.47,,9/9/2020,,,,,CO,
1,30396,YC    ,CA,136.38,136.38,,136.38,0,0,0,,,0,1188.51,,9/14/2020,,9/14/2020,,,CO,
1,30408,PUC   ,TA,0,2883.96,,2883.96,0,0,0,,,0,15666.81,,9/10/2020,,9/10/2020,,,CO,
1,30428,SC    ,CA,218.71,200.74,,200.74,0,0,0,,,0,2196.09,,9/16/2020,,9/16/2020,,,CO,
1,30501,C     ,CA,888.98,888.98,,888.98,0,0,0,,,0,7959.42,,10/15/2020,,,,,C,
1,30567,C     ,CA,33.78,0,,0,0,0,0,,,0,306.96,,11/5/2020,,,,,C,
1,30575,S     ,CA,97.87,25.88,,25.88,0,0,0,,,0,1167.01,,11/10/2020,,11/10/2020,,,S,
1,30595,S     ,TA,0,887.31,,887.31,0,0,0,,,0,2042.82,,11/10/2020,,11/10/2020,,,S,
1,30599,S     ,CA,730.46,148.37,,148.37,0,0,0,,,0,9061.77,,12/2/2020,,12/2/2020,,,S,
1,30619,S     ,CA,97.87,0,,0,0,0,0,,,0,699.39,,11/24/2020,,11/24/2020,,,S,
1,30623,S     ,CA,453.91,571.39,,455.65,115.74,0,0,,,0,3665.08,,11/24/2020,,11/24/2020,,,S,
1,30627,CC    ,CA,134.57,134.57,,134.57,0,0,0,,,0,1224.53,,11/19/2020,,11/19/2020,,,CO,
1,30634,SC    ,TA,0,2951.01,,2951.01,0,0,0,,,0,12067.95,,11/20/2020,,11/20/2020,,,CO,
1,30638,CC    ,CA,403.71,813.48,,409.77,403.71,0,0,,,0,3684.78,,12/3/2020,,,,,CO,
1,30665,SC    ,TA,0,2101.44,,2101.44,0,0,0,,,0,15479.31,,12/7/2020,,12/7/2020,,,CO,
1,30669,PV    ,TA,0,201.15,,201.15,0,0,0,,,0,201.15,,12/14/2020,,12/14/2020,,,PV,
1,30687,YC    ,CA,1196.13,0,,0,0,0,0,,,0,9257.31,,12/14/2020,,12/14/2020,,,CO,
1,30697,C     ,CA,207.86,207.86,,207.86,0,0,0,,,0,1712.54,,1/7/2021,,,,,C,
1,30702,CC    ,TA,0,268.2,,268.2,0,0,0,,,0,13672.62,,12/17/2020,,12/17/2020,,,CO,
1,30706,S     ,CA,97.87,97.87,,97.87,0,0,0,,,0,812.76,,12/29/2020,,12/29/2020,,,S,
1,30713,YC    ,TA,0,1184.82,,1184.82,0,0,0,,,0,9248.8,,12/23/2020,,,,,CO,
1,30749,S     ,CA,65.25,0,,0,0,0,0,,,0,583.43,,1/5/2021,,1/5/2021,,,S,
1,30750,YC    ,MA,0,0,,0,0,0,0,,,0,4268.68,,1/6/2021,,1/6/2021,,,CO,
1,30764,AC    ,CA,269.14,0,,0,0,0,0,,,0,1687.33,,1/8/2021,,1/8/2021,,,CO,
1,30816,YC    ,CA,540.19,0,,0,0,0,0,,,0,4912.73,,2/2/2021,,,,,CO,
1,30856,S     ,TN,0,0,,0,0,0,0,,,0,0,,2/24/2021,,2/24/2021,,,S,
1,30859,YC    ,TA,0,2044.72,,294.39,1750.33,0,0,,,0,5569.3,,2/26/2021,,2/26/2021,,,CO,
1,30865,S     ,CA,391.51,0,,0,0,0,0,,,0,2037.88,,3/9/2021,,,,,S,
1,30883,PV    ,CA,58.27,0,,0,0,0,0,RETAIL,,0,408.38,,3/19/2021,,,,,PV,
1,30920,AC    ,MA,0,0,,0,0,0,0,,,0,3027.48,,3/17/2021,,3/17/2021,,,CO,
1,30927,Y     ,CA,101.24,101.24,,101.24,0,0,0,WINERY,,0,690.65,,3/22/2021,,3/22/2021,,,Y,
1,30930,C     ,CA,207.86,207.86,,207.86,0,0,0,PRESCHOOL,,0,1414.32,,3/25/2021,,,,,C,
1,30931,C     ,CA,34.64,34.64,,34.64,0,0,0,RETAIL,,0,242.98,,3/18/2021,,,,,C,
1,30953,C     ,TA,0,10228.74,,10228.74,0,0,0,,,0,30866.62,,3/25/2021,,3/25/2021,,,C,
1,30991,C     ,CA,69.28,69.28,,69.28,0,0,0,,,0,426.23,,4/15/2021,,,,,C,
1,31049,SC    ,TA,0,268.2,,268.2,0,0,0,LANDSCAPER,,0,3675.99,,4/26/2021,,4/26/2021,,,CO,
1,31072,S     ,CA,293.61,293.61,,293.61,0,0,0,,,0,1806.36,,4/20/2021,,,,,S,
1,31082,PV    ,TA,0,201.15,,201.15,0,0,0,,,0,4696.78,,5/4/2021,,5/4/2021,,,PV,
1,31096,S     ,TA,0,956.86,,954.86,2,0,0,,,0,6522.55,,5/11/2021,,5/11/2021,,,S,
1,31108,YC    ,TA,0,0,,0,0,0,0,,,0,1494.73,,5/12/2021,,5/12/2021,,,CO,
1,31126,C     ,CA,69.28,69.28,,69.28,0,0,0,ENTERTAINM,,0,341.94,,5/27/2021,,5/27/2021,,,C,
1,31133,C     ,CA,34.64,0,,0,0,0,0,BAKERY,,0,177.99,,5/27/2021,,5/27/2021,,,C,
1,31134,CL    ,CA,102.69,102.69,,102.69,0,0,0,MULTIFAMIL,,0,1247.3,,5/20/2021,,5/20/2021,,,CL,
1,31156,SC    ,TA,0,1967.34,,1967.34,0,0,0,,,0,5156.59,,5/28/2021,,5/28/2021,,,CO,
1,31160,Y     ,CA,1398.87,1398.87,,1398.87,0,0,0,RESTAURANT,,0,9438.09,,6/4/2021,,6/4/2021,,,Y,
1,31166,YC    ,TA,0,5405.02,,1805.53,3599.49,0,0,WINERY,,1483.78,12488.73,,6/1/2021,,6/1/2021,,,CO,
1,31167,YC    ,TA,0,536.4,,536.4,0,0,0,WINERY,,0,12110.2,,6/3/2021,,6/3/2021,,,CO,
1,31230,YC    ,CA,482.56,482.56,,482.56,0,0,0,CONTRACTOR,,0,2339.36,,6/21/2021,,6/21/2021,,,CO,
1,31241,C     ,CA,103.93,103.93,,103.93,0,0,0,GROCERY,,0,434.31,,6/25/2021,,6/25/2021,,,C,
1,31249,SC    ,CA,134.57,134.57,,134.57,0,0,0,LODGING,,0,590.39,,7/5/2021,,7/5/2021,,,CO,
1,31251,AC    ,MA,890.4,0,,0,0,0,0,,,0,0,,6/29/2021,,6/29/2021,,,CO,
1,31252,PV    ,TA,0,268.2,,268.2,0,0,0,,,0,4862.98,,6/28/2021,,6/28/2021,,,PV,
1,31262,SC    ,TA,0,1771.26,,24.18,24.18,1722.9,0,,,0,9150.66,,6/30/2021,,6/30/2021,,,CO,
1,31277,SC    ,TA,0,891.6,,891.6,0,0,0,,,0,11246.94,,7/1/2021,,7/1/2021,,,CO,
1,31290,S     ,TA,0,0,,0,0,0,0,,,0,286.53,,7/8/2021,,,,,S,
1,31291,CC    ,TA,0,268.2,,268.2,0,0,0,,,0,1770.56,,7/7/2021,,7/7/2021,,,CO,
1,31295,C     ,CA,0,0,,0,0,0,0,,,0,0,,7/7/2021,,7/7/2021,,,C,
1,31304,S     ,CA,130.48,130.48,,130.48,0,0,0,FOURPLEX,,0,500.47,,7/6/2021,,7/6/2021,,,S,
1,31309,YC    ,MA,0,0,,0,0,0,0,,,0,0,,7/9/2021,,7/9/2021,,,CO,
1,31334,C     ,TA,0,1565.57,,1565.57,0,0,0,,,0,2318.11,,7/19/2021,,7/19/2021,,,C,
1,31339,YC    ,TA,0,-156.07,,-156.07,0,0,0,,,0,1210.53,,7/20/2021,,7/20/2021,,,CO,
1,31344,S     ,TA,0,0,,0,0,0,0,,,0,219.48,,7/13/2021,,7/13/2021,,,S,
1,31348,SC    ,TA,0,0,,0,0,0,0,,,0,1915.51,,7/23/2021,,7/23/2021,,,CO,
1,31359,AC    ,TA,0,959.52,,959.52,0,0,0,,,0,1919.04,,7/28/2021,,7/28/2021,,,CO,
1,31363,YC    ,TA,0,268.2,,268.2,0,0,0,,,0,6204.14,,7/28/2021,,7/28/2021,,,CO,
1,31364,S     ,CA,171.28,0,,0,0,0,0,OFFICE BLD,,0,502.57,,8/3/2021,,8/3/2021,,,S,
1,31366,C     ,MA,610.5,0,,0,0,0,0,,,0,0,,7/28/2021,,7/28/2021,,,C,
1,31368,S     ,MA,0,0,,0,0,0,0,,,0,0,,7/28/2021,,7/28/2021,,,S,
1,31376,C     ,CA,109.64,109.64,,109.64,0,0,0,,,0,438.56,,7/29/2021,,7/29/2021,,,C,
1,31377,S     ,CA,75,301.13,,226.13,75,0,0,,,0,451.13,,7/30/2021,,7/30/2021,,,S,
1,31388,S     ,TA,0,0,,0,0,0,0,,,0,252.85,,9/24/2021,,9/27/2021,,,S,
1,31390,S     ,TA,0,611.52,,611.52,0,0,0,,,611.52,3252.26,,8/4/2021,,8/4/2021,,,S,
1,31423,SC    ,TA,0,1117.77,,1117.77,0,0,0,,,0,1587.12,,8/11/2021,,8/11/2021,,,CO,
1,31430,CC    ,TA,0,3116.64,,1984.11,1132.53,0,0,,,916.62,4100.31,,8/13/2021,,8/13/2021,,,CO,
1,31435,S     ,TA,0,0,,0,0,0,0,,,0,438.96,,8/16/2021,,8/16/2021,,,S,
1,31447,Y     ,MA,1004.48,0,,0,0,0,0,COMMUNITY,,0,0,,8/17/2021,,8/17/2021,,,Y,
1,31458,CC    ,TA,0,268.2,,268.2,0,0,0,,,0,1520.07,,8/20/2021,,8/20/2021,,,CO,
1,31483,S     ,TA,0,954.36,,954.36,0,0,0,,,0,1640.52,,8/30/2021,,8/30/2021,,,S,
1,31495,S     ,TA,0,0,,0,0,0,0,,,0,589.99,,9/8/2021,,9/13/2021,,,S,
1,31498,AC    ,TA,0,2951.01,,2951.01,0,0,0,CONTRACTOR,,916.62,3219.21,,9/2/2021,,9/2/2021,,,CO,
1,31515,AC    ,TA,0,1612.21,,1612.21,0,0,0,,,0,1746.31,,9/13/2021,,9/13/2021,,,CO,
1,31522,Y     ,CA,1199.04,1199.04,,1199.04,0,0,0,,,0,2398.08,,9/14/2021,,9/14/2021,,,Y,
1,31523,SC    ,CA,150,150,,150,0,0,0,,,0,300,,9/14/2021,,9/14/2021,,,CO,
