cust,monthly_bill,tax_body,biz_type,compost,garbage,recycle,total_yards,do_they_recycle,do_they_compost,needed_recycle,needed_compost
14520,34.64,C,WINERY,0,0.16,0.48,0.64,Yes,No,0.48,
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
14553,103.93,C,CHURCH,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
14652,1503.97,S,RESTAURANT,2.88,8,12,22.88,Yes,Yes,12,2.88
14652,1503.97,S,RESTAURANT,2.88,8,12,22.88,Yes,Yes,12,2.88
14652,1503.97,S,RESTAURANT,2.88,8,12,22.88,Yes,Yes,12,2.88
14652,1503.97,S,RESTAURANT,2.88,8,12,22.88,Yes,Yes,12,2.88
14682,44.86,COUNTY,VINEYARD,0,0.16,0,0.16,No,No,,
14698,179.42,COUNTY,LODGING-FW,0,0.32,0,0.32,No,No,,
14772,69.28,C,WINERY,0.48,0.32,0,0.8,No,Yes,,0.48
14772,69.28,C,WINERY,0.48,0.32,0,0.8,No,Yes,,0.48
14793,311.79,C,LODGING,0,1.44,0,1.44,No,No,,
14849,283.86,C,WINERY,0.96,0.96,0.48,2.4,Yes,Yes,0.48,0.96
14849,283.86,C,WINERY,0.96,0.96,0.48,2.4,Yes,Yes,0.48,0.96
14849,283.86,C,WINERY,0.96,0.96,0.48,2.4,Yes,Yes,0.48,0.96
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,0,4.64,No,Yes,,0.64
14953,890.4,COUNTY,MULTIFAMIL,0.64,4,0,4.64,No,Yes,,0.64
15200,3741.12,C,MEMBER,0,17.28,1.44,18.720000000000002,Yes,No,1.44,
15200,3741.12,C,MEMBER,0,17.28,1.44,18.720000000000002,Yes,No,1.44,
15200,3741.12,C,MEMBER,0,17.28,1.44,18.720000000000002,Yes,No,1.44,
15204,89.71,COUNTY,POLICEFIRE,0,0.32,0,0.32,No,No,,
15224,0,C,SCHOOL,2.56,0,0,2.56,No,Yes,,2.56
15246,1170.67,COUNTY,WINERY,0,0,4,4,Yes,No,4,
15259,1071.82,S,VINEYARD,0,6,0,6,No,No,,
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
15290,97.87,S,MIXED USE,0.48,0.48,0.48,1.44,Yes,Yes,0.48,0.48
15344,7267.84,COUNTY,WINERY,6,12,24,42,Yes,Yes,24,6
15344,7267.84,COUNTY,WINERY,6,12,24,42,Yes,Yes,24,6
15344,7267.84,COUNTY,WINERY,6,12,24,42,Yes,Yes,24,6
15408,631.71,COUNTY,VINEYARD,0.48,2,0,2.48,No,Yes,,0.48
15408,631.71,COUNTY,VINEYARD,0.48,2,0,2.48,No,Yes,,0.48
15460,303.72,Y,RESTAURANT,0,1.44,1.44,2.88,Yes,No,1.44,
15460,303.72,Y,RESTAURANT,0,1.44,1.44,2.88,Yes,No,1.44,
15511,708.93,S,LODGING,0,4,0,4,No,No,,
15640,415.72,C,LODGING,0.96,0.48,0,1.44,No,Yes,,0.96
15640,415.72,C,LODGING,0.96,0.48,0,1.44,No,Yes,,0.96
15641,179.44,COUNTY,MULTIFAMIL,0,0.64,0.96,1.6,Yes,No,0.96,
15641,179.44,COUNTY,MULTIFAMIL,0,0.64,0.96,1.6,Yes,No,0.96,
15672,391.48,S,MULTIFAMIL,0,1.92,1.44,3.36,Yes,No,1.44,
15672,391.48,S,MULTIFAMIL,0,1.92,1.44,3.36,Yes,No,1.44,
15673,391.48,S,MULTIFAMIL,0,0,1.92,1.92,Yes,No,1.92,
15678,482.56,COUNTY,UTILITY,0,2,0.48,2.48,Yes,No,0.48,
15678,482.56,COUNTY,UTILITY,0,2,0.48,2.48,Yes,No,0.48,
15833,742.46,C,DELI/CAFE,3.84,2,6.88,12.719999999999999,Yes,Yes,6.88,3.84
15833,742.46,C,DELI/CAFE,3.84,2,6.88,12.719999999999999,Yes,Yes,6.88,3.84
15833,742.46,C,DELI/CAFE,3.84,2,6.88,12.719999999999999,Yes,Yes,6.88,3.84
15833,742.46,C,DELI/CAFE,3.84,2,6.88,12.719999999999999,Yes,Yes,6.88,3.84
15833,742.46,C,DELI/CAFE,3.84,2,6.88,12.719999999999999,Yes,Yes,6.88,3.84
15882,293.61,S,MULTIFAMIL,0,1.44,0,1.44,No,No,,
15882,293.61,S,MULTIFAMIL,0,1.44,0,1.44,No,No,,
15996,771.01,S,WINERY,0,4,0,4,No,No,,
16319,331.93,C,WINERY,0,0.48,1.44,1.92,Yes,No,1.44,
16319,331.93,C,WINERY,0,0.48,1.44,1.92,Yes,No,1.44,
16565,34.64,C,UTILITY,0,0.16,0,0.16,No,No,,
16628,207.86,C,RESTAURANT,0.32,0.96,0,1.28,No,Yes,,0.32
16628,207.86,C,RESTAURANT,0.32,0.96,0,1.28,No,Yes,,0.32
17255,515.46,C,BAR NO FW,0,2,0.96,2.96,Yes,No,0.96,
17255,515.46,C,BAR NO FW,0,2,0.96,2.96,Yes,No,0.96,
17255,515.46,C,BAR NO FW,0,2,0.96,2.96,Yes,No,0.96,
17422,439.46,C,BAKERY,0,2,0.48,2.48,Yes,No,0.48,
17422,439.46,C,BAKERY,0,2,0.48,2.48,Yes,No,0.48,
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
17965,6969.08,Y,RESTAURANT,3.84,24,17.759999999999998,45.599999999999994,Yes,Yes,17.759999999999998,3.84
18599,255.93,C,RESTAURANT,0.96,0.48,0.96,2.4,Yes,Yes,0.96,0.96
18599,255.93,C,RESTAURANT,0.96,0.48,0.96,2.4,Yes,Yes,0.96,0.96
18599,255.93,C,RESTAURANT,0.96,0.48,0.96,2.4,Yes,Yes,0.96,0.96
19151,2015.04,C,MULTIFAMIL,0,0,2.88,2.88,Yes,No,2.88,
20233,1039.3,C,MULTIFAMIL,0.96,0.48,0,1.44,No,Yes,,0.96
20233,1039.3,C,MULTIFAMIL,0.96,0.48,0,1.44,No,Yes,,0.96
21438,34.64,C,RETAIL,0.48,0,0,0.48,No,Yes,,0.48
21896,283.86,C,RESTAURANT,0,0,0.48,0.48,Yes,No,0.48,
23489,813.98,C,LODGING,0,4,0,4,No,No,,
23821,415.72,C,LODGING-FW,0,1.92,0,1.92,No,No,,
24144,97.87,S,UTILITY,0,0.48,0,0.48,No,No,,
25255,1627.98,C,MULTIFAMIL,0,4,0,4,No,No,,
25969,3536.24,Y,RESTAURANT,0,0,2.88,2.88,Yes,No,2.88,
26052,519.65,C,LODGING-FW,0,2.4,0,2.4,No,No,,
26052,519.65,C,LODGING-FW,0,2.4,0,2.4,No,No,,
26600,103.93,C,RESTAURANT,1.28,0,0,1.28,No,Yes,,1.28
26948,202.48,Y,POLICEFIRE,0.48,0.96,0.96,2.4,Yes,Yes,0.96,0.48
26948,202.48,Y,POLICEFIRE,0.48,0.96,0.96,2.4,Yes,Yes,0.96,0.48
26948,202.48,Y,POLICEFIRE,0.48,0.96,0.96,2.4,Yes,Yes,0.96,0.48
27143,405.36,C,MULTIFAMIL,0,1.92,0,1.92,No,No,,
28630,514.46,C,DELI/CAFE,0,0,6,6,Yes,No,6,
29563,311.79,C,RESTAURANT,1.92,1.44,0,3.36,No,Yes,,1.92
29563,311.79,C,RESTAURANT,1.92,1.44,0,3.36,No,Yes,,1.92
30883,58.27,COUNTY,RETAIL,0.48,0.16,0.48,1.12,Yes,Yes,0.48,0.48
30883,58.27,COUNTY,RETAIL,0.48,0.16,0.48,1.12,Yes,Yes,0.48,0.48
30883,58.27,COUNTY,RETAIL,0.48,0.16,0.48,1.12,Yes,Yes,0.48,0.48
30927,101.24,Y,WINERY,0.48,0,0,0.48,No,Yes,,0.48
30930,207.86,C,PRESCHOOL,0,0.48,0.48,0.96,Yes,No,0.48,
30930,207.86,C,PRESCHOOL,0,0.48,0.48,0.96,Yes,No,0.48,
31126,69.28,C,ENTERTAINM,0,0.32,0.48,0.8,Yes,No,0.48,
31126,69.28,C,ENTERTAINM,0,0.32,0.48,0.8,Yes,No,0.48,
31133,34.64,C,BAKERY,0.48,0.16,0,0.64,No,Yes,,0.48
31133,34.64,C,BAKERY,0.48,0.16,0,0.64,No,Yes,,0.48
31134,102.69,C,MULTIFAMIL,0,0.16,0,0.16,No,No,,
31160,1398.87,Y,RESTAURANT,0,4,4,8,Yes,No,4,
31160,1398.87,Y,RESTAURANT,0,4,4,8,Yes,No,4,
31241,103.93,C,GROCERY,0.32,0.48,0,0.8,No,Yes,,0.32
31241,103.93,C,GROCERY,0.32,0.48,0,0.8,No,Yes,,0.32
31304,130.48,S,FOURPLEX,0.48,0.64,1.92,3.04,Yes,Yes,1.92,0.48
31304,130.48,S,FOURPLEX,0.48,0.64,1.92,3.04,Yes,Yes,1.92,0.48
31304,130.48,S,FOURPLEX,0.48,0.64,1.92,3.04,Yes,Yes,1.92,0.48
31447,1004.48,Y,COMMUNITY,0,1.92,4,5.92,Yes,No,4,
31447,1004.48,Y,COMMUNITY,0,1.92,4,5.92,Yes,No,4,
31573,650.33,COUNTY,VINEYARD,4,0,0,4,No,Yes,,4
31591,482.56,COUNTY,LANDSCAPER,0,2,0,2,No,No,,
31593,890.4,COUNTY,CONTRACTOR,0,4,0,4,No,No,,
31607,202.68,C,MULTIFAMIL,0,0.96,0,0.96,No,No,,
31644,335.71,S,MULTIFAMIL,0.48,0,0,0.48,No,Yes,,0.48
31660,134.57,COUNTY,MIXED USE,0,0.48,0,0.48,No,No,,
31675,134.57,COUNTY,LODGING-FW,0,0.48,0,0.48,No,No,,
