cust,monthly_bill,cycle,qty,size,commodity,pickups,bin_amount,tax_body,biz_type
12171,743.93,CA,4,0.32,Compost,3,0,S,CATERING
12171,743.93,CA,1,0.48,Recycle,1,0,S,CATERING
12171,743.93,CA,1,6,Recycle,4,75,S,CATERING
12171,743.93,CA,1,6,Recycle,4,75,S,CATERING
12171,743.93,CA,1,6,Recycle,4,75,S,CATERING
12171,743.93,CA,1,6,Recycle,4,75,S,CATERING
12188,2011.34,CA,1,4,Garbage,1,1005.67,COUNTY,MEMBER
12188,2011.34,CA,1,0.48,Recycle,1,0,COUNTY,MEMBER
12188,2011.34,CA,1,4,Garbage,1,1005.67,COUNTY,MEMBER
12188,2011.34,CA,1,0.48,Recycle,1,0,COUNTY,MEMBER
12227,3129.38,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
12227,3129.38,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
12227,3129.38,CA,1,PU,"",2,100,COUNTY,WINERY
12227,3129.38,CA,1,PU,"",2,100,COUNTY,WINERY
12227,3129.38,CA,1,4,Compost,1,605.47,COUNTY,WINERY
12227,3129.38,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
12227,3129.38,CA,1,PU,"",1,50,COUNTY,WINERY
12227,3129.38,CA,2,0.32,Compost,2,0,COUNTY,WINERY
12227,3129.38,CA,2,0.32,Compost,2,0,COUNTY,WINERY
12263,139.98,CA,1,0.48,Garbage,1,139.98,S,CHURCH
12270,605.47,CA,1,4,Compost,1,605.47,COUNTY,WINERY
12270,605.47,CA,3,0.48,Recycle,1,0,COUNTY,WINERY
12276,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,VINEYARD
12276,134.57,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
12317,1532.6,CA,1,4,Garbage,1,822.1,C,MULTIFAMIL
12317,1532.6,CA,1,4,Recycle,1,610.5,C,MULTIFAMIL
12317,1532.6,CA,1,PU,"",2,100,C,MULTIFAMIL
12317,1532.6,CA,1,PU,"",2,100,C,MULTIFAMIL
12347,482.56,CA,1,2,Garbage,1,482.56,COUNTY,VINEYARD
12347,482.56,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
12347,482.56,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
12359,1460.92,CA,1,6,Recycle,1,730.46,S,WINERY
12359,1460.92,CA,1,6,Recycle,1,730.46,S,WINERY
12359,1460.92,CA,1,0.32,Compost,1,0,S,WINERY
12379,34.64,CA,1,0.16,Garbage,1,34.64,C,RETAIL
12379,34.64,CA,1,0.48,Recycle,1,0,C,RETAIL
12383,33.75,CA,1,0.16,Garbage,1,33.75,Y,WINERY
12383,33.75,CA,1,0.48,Recycle,1,0,Y,WINERY
12413,417.56,CA,2,0.48,Garbage,1,97.87,S,WINERY
12413,417.56,CA,2,0.48,Recycle,1,0,S,WINERY
12413,417.56,CA,2,0.48,Recycle,1,73.41,S,WINERY
12413,417.56,CA,1,0.48,Compost,1,0,S,WINERY
12413,417.56,CA,1,4,Recycle,1,75,S,WINERY
12415,2271.94,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
12415,2271.94,CA,1,6,Recycle,1,973.69,COUNTY,WINERY
12446,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,WINERY
12446,134.57,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
12446,134.57,CA,1,0.48,Compost,1,0,COUNTY,WINERY
12469,1558.21,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
12469,1558.21,CA,1,0.32,Compost,1,0,COUNTY,WINERY
12469,1558.21,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
12470,482.56,CA,1,2,Garbage,1,482.56,COUNTY,POLICEFIRE
12470,482.56,CA,2,0.48,Recycle,1,0,COUNTY,POLICEFIRE
12520,415.72,MA,4,0.48,Garbage,1,103.93,C,MEMBER
12520,415.72,MA,4,0.48,Recycle,1,0,C,MEMBER
12522,44.86,CA,1,0.16,Garbage,1,44.86,COUNTY,CONTRACTOR
12522,44.86,CA,1,0.48,Recycle,1,0,COUNTY,CONTRACTOR
12731,34.64,CA,1,0.16,Garbage,1,34.64,C,OFFICE BLD
12731,34.64,CA,1,0.48,Recycle,1,0,C,OFFICE BLD
12740,67.49,CA,1,0.32,Garbage,1,67.49,Y,OFFICE BLD
12740,67.49,CA,1,0.48,Recycle,1,0,Y,OFFICE BLD
12740,67.49,CA,1,0.48,Compost,1,0,Y,OFFICE BLD
12752,89.71,CA,1,0.32,Garbage,1,89.71,COUNTY,COMMUNITY
12752,89.71,CA,1,0.48,Recycle,1,0,COUNTY,COMMUNITY
12752,89.71,CA,1,0.48,Compost,1,0,COUNTY,COMMUNITY
12848,134.57,CA,1,0.32,Garbage,1,89.71,COUNTY,WINERY
12848,134.57,CA,1,0.16,Garbage,1,44.86,COUNTY,WINERY
12848,134.57,CA,2,0.48,Recycle,1,0,COUNTY,WINERY
12848,134.57,CA,1,0.48,Compost,1,0,COUNTY,WINERY
12917,810.72,CA,8,0.48,Garbage,1,101.34,C,MULTIFAMIL
12917,810.72,CA,5,0.48,Recycle,1,0,C,MULTIFAMIL
12917,810.72,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
12917,810.72,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
12917,810.72,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
12929,3553.81,CA,1,4,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,CA,1,4,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,CA,1,4,Garbage,3,2334.18,Y,LODGING-FW
12929,3553.81,CA,1,4,Recycle,2,1144.63,Y,LODGING-FW
12929,3553.81,CA,1,4,Recycle,2,1144.63,Y,LODGING-FW
12929,3553.81,CA,2,0.32,Compost,3,0,Y,LODGING-FW
12929,3553.81,CA,2,0.32,Compost,3,0,Y,LODGING-FW
12929,3553.81,CA,2,0.32,Compost,3,0,Y,LODGING-FW
12929,3553.81,CA,1,4,Recycle,1,75,Y,LODGING-FW
13041,166.73,CA,1,0.32,Garbage,1,93.32,S,OFFICE BLD
13041,166.73,CA,2,0.48,Recycle,1,0,S,OFFICE BLD
13041,166.73,CA,1,0.48,Compost,1,0,S,OFFICE BLD
13041,166.73,CA,1,0.48,Recycle,1,73.41,S,OFFICE BLD
13041,166.73,CA,1,0.32,Compost,1,0,S,OFFICE BLD
13066,44.86,CA,1,0.16,Garbage,1,44.86,COUNTY,OFFICE BLD
13066,44.86,CA,1,0.48,Recycle,1,0,COUNTY,OFFICE BLD
13066,44.86,CA,1,0.48,Compost,1,0,COUNTY,OFFICE BLD
13130,269.14,CA,1,0.48,Garbage,1,134.57,COUNTY,MULTIFAMIL
13130,269.14,CA,1,0.48,Garbage,1,134.57,COUNTY,MULTIFAMIL
13130,269.14,CA,1,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
13130,269.14,CA,1,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
13143,147.96,CA,1,0.16,Garbage,1,47.03,S,VINEYARD
13143,147.96,CA,1,0.48,Recycle,1,0,S,VINEYARD
13143,147.96,CA,1,0.48,Recycle,1,100.93,S,VINEYARD
13144,735.49,CA,1,0.48,Compost,1,0,S,LODGING
13144,735.49,CA,1,2,Garbage,2,668.93,S,LODGING
13144,735.49,CA,1,2,Garbage,2,668.93,S,LODGING
13144,735.49,CA,1,0.48,Compost,1,66.56,S,LODGING
13144,735.49,CA,3,0.48,Recycle,1,0,S,LODGING
13145,3983.89,CA,1,4,Garbage,2,1831.44,S,RESTAURANT
13145,3983.89,CA,1,4,Garbage,2,1831.44,S,RESTAURANT
13145,3983.89,CA,11,0.32,Compost,3,0,S,RESTAURANT
13145,3983.89,CA,11,0.32,Compost,3,0,S,RESTAURANT
13145,3983.89,CA,11,0.32,Compost,3,0,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,1416.76,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,75,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,75,S,RESTAURANT
13145,3983.89,CA,1,4,Recycle,3,75,S,RESTAURANT
13145,3983.89,CA,3,0.48,Recycle,1,0,S,RESTAURANT
13145,3983.89,CA,9,0.48,Recycle,1,73.41,S,RESTAURANT
13340,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,CONTRACTOR
13340,134.57,CA,1,0.48,Recycle,1,0,COUNTY,CONTRACTOR
13431,4095.03,CA,1,6,Garbage,1,1471.14,COUNTY,WINERY
13431,4095.03,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
13431,4095.03,CA,1,6,Recycle,1,1103.36,COUNTY,WINERY
13431,4095.03,CA,1,4,Recycle,2,75,COUNTY,WINERY
13431,4095.03,CA,1,4,Recycle,2,75,COUNTY,WINERY
13431,4095.03,CA,1,0.32,Compost,1,72.28,COUNTY,WINERY
13452,1966.06,CA,1,6,Garbage,1,1298.25,COUNTY,PARK
13452,1966.06,CA,1,4,Recycle,1,667.81,COUNTY,PARK
13457,303.72,CA,3,0.48,Garbage,1,101.24,Y,OFFICE BLD
13457,303.72,CA,1,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,CA,1,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,CA,1,0.48,Recycle,1,0,Y,OFFICE BLD
13457,303.72,CA,1,0.48,Compost,1,0,Y,OFFICE BLD
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,3,2252.97,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,1,1090.16,Y,RESTAURANT
13557,6836.26,CA,1,4,Garbage,1,1090.16,Y,RESTAURANT
13557,6836.26,CA,2,4,Recycle,4,75,Y,RESTAURANT
13557,6836.26,CA,2,4,Recycle,4,75,Y,RESTAURANT
13557,6836.26,CA,2,4,Recycle,4,75,Y,RESTAURANT
13557,6836.26,CA,2,4,Recycle,4,75,Y,RESTAURANT
13636,130.5,CA,1,0.32,Garbage,1,65.25,S,WINERY
13636,130.5,CA,1,0.48,Recycle,1,0,S,WINERY
13636,130.5,CA,1,0.32,Garbage,1,65.25,S,WINERY
13636,130.5,CA,1,0.48,Recycle,1,0,S,WINERY
13636,130.5,CA,2,0.48,Compost,1,0,S,WINERY
13699,97.87,CA,1,0.48,Garbage,1,97.87,S,RETAIL
13699,97.87,CA,1,0.48,Recycle,1,0,S,RETAIL
13711,1252.72,CA,1,4,Garbage,1,1252.72,COUNTY,VINEYARD
13720,101.24,CA,1,0.48,Garbage,1,101.24,Y,LODGING
13720,101.24,CA,1,0.48,Recycle,1,0,Y,LODGING
13720,101.24,CA,1,0.48,Compost,1,0,Y,LODGING
13735,965.4,CA,1,4,Garbage,1,890.4,COUNTY,WINERY
13735,965.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
13735,965.4,CA,1,4,Recycle,1,75,COUNTY,WINERY
13760,130.5,CA,1,0.32,Garbage,1,65.25,S,WINERY
13760,130.5,CA,1,0.32,Garbage,1,65.25,S,WINERY
13760,130.5,CA,1,0.48,Recycle,1,0,S,WINERY
13760,130.5,CA,1,0.48,Recycle,1,0,S,WINERY
13760,130.5,CA,1,0.48,Compost,1,0,S,WINERY
13760,130.5,CA,1,0.48,Compost,1,0,S,WINERY
13843,75,CA,1,4,Recycle,2,75,COUNTY,WINERY
13843,75,CA,1,4,Recycle,2,75,COUNTY,WINERY
13865,97.87,CA,1,0.48,Garbage,1,97.87,S,OFFICE BLD
13865,97.87,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
13913,727.82,CA,1,2,Garbage,1,363.91,S,SCHOOL
13913,727.82,CA,1,2,Garbage,1,363.91,S,SCHOOL
13913,727.82,CA,6,0.48,Recycle,1,0,S,SCHOOL
13979,708.68,CA,7,0.48,Garbage,1,101.24,Y,MULTIFAMIL
13979,708.68,CA,7,0.48,Recycle,1,0,Y,MULTIFAMIL
14030,44.86,CA,1,0.16,Garbage,1,44.86,COUNTY,CHURCH
14030,44.86,CA,1,0.48,Recycle,1,0,COUNTY,CHURCH
14081,2979.38,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
14081,2979.38,CA,1,4,Garbage,2,1706.1,COUNTY,WINERY
14081,2979.38,CA,1,4,Compost,1,605.47,COUNTY,WINERY
14081,2979.38,CA,1,4,Recycle,1,667.81,COUNTY,WINERY
14177,207.86,CA,2,0.48,Garbage,1,103.93,C,MEDICAL
14177,207.86,CA,1,0.48,Recycle,1,0,C,MEDICAL
14193,439.46,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
14193,439.46,CA,1,0.48,Compost,1,0,C,MULTIFAMIL
14193,439.46,CA,1,2,Garbage,1,439.46,C,MULTIFAMIL
14193,439.46,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
14193,439.46,CA,1,0.48,Recycle,1,0,C,MULTIFAMIL
14209,2671.8,CA,1,4,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,CA,1,4,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,CA,1,4,Garbage,3,2521.8,COUNTY,WINERY
14209,2671.8,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14209,2671.8,CA,4,0.32,Compost,2,0,COUNTY,WINERY
14209,2671.8,CA,4,0.32,Compost,2,0,COUNTY,WINERY
14209,2671.8,CA,1,4,Recycle,2,75,COUNTY,WINERY
14209,2671.8,CA,1,4,Recycle,2,75,COUNTY,WINERY
14225,269.14,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14225,269.14,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14225,269.14,CA,2,0.48,Garbage,1,134.57,COUNTY,WINERY
14325,278.4,CA,1,0.48,Recycle,1,0,Y,POSTOFFICE
14325,278.4,CA,2,0.48,Garbage,1,101.24,Y,POSTOFFICE
14325,278.4,CA,1,0.48,Recycle,1,75.92,Y,POSTOFFICE
14325,278.4,CA,1,0.48,Recycle,1,0,Y,POSTOFFICE
14334,2866.26,CA,6,0.48,Recycle,1,0,S,MULTIFAMIL
14334,2866.26,CA,2,4,Garbage,2,1333.13,S,MULTIFAMIL
14334,2866.26,CA,2,4,Garbage,2,1333.13,S,MULTIFAMIL
14334,2866.26,CA,2,PU,"",2,100,S,MULTIFAMIL
14334,2866.26,CA,2,PU,"",2,100,S,MULTIFAMIL
14377,1048.95,CA,1,6,Garbage,1,973.95,S,WINERY
14377,1048.95,CA,1,6,Recycle,2,75,S,WINERY
14377,1048.95,CA,1,6,Recycle,2,75,S,WINERY
14377,1048.95,CA,3,0.48,Recycle,1,0,S,WINERY
14377,1048.95,CA,1,0.48,Compost,1,0,S,WINERY
14377,1048.95,CA,4,0.32,Compost,3,0,S,WINERY
14377,1048.95,CA,4,0.32,Compost,3,0,S,WINERY
14377,1048.95,CA,4,0.32,Compost,3,0,S,WINERY
14379,0,CA,5,0.32,Compost,2,0,COUNTY,HOSPITAL
14379,0,CA,5,0.32,Compost,2,0,COUNTY,HOSPITAL
14379,0,CA,6,0.48,Recycle,2,0,COUNTY,HOSPITAL
14379,0,CA,6,0.48,Recycle,2,0,COUNTY,HOSPITAL
14381,134.57,CA,1,0.48,Garbage,1,134.57,COUNTY,MEDICAL
14381,134.57,CA,1,0.48,Recycle,1,0,COUNTY,MEDICAL
14520,34.64,CA,1,0.16,Garbage,1,34.64,C,WINERY
14520,34.64,CA,1,0.48,Recycle,1,0,C,WINERY
14553,103.93,CA,1,0.48,Garbage,1,103.93,C,CHURCH
14553,103.93,CA,1,0.48,Recycle,1,0,C,CHURCH
14553,103.93,CA,1,0.48,Compost,1,0,C,CHURCH
14590,2283.3,CA,1,6,Garbage,1,2133.3,COUNTY,WINERY
14590,2283.3,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14590,2283.3,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
14590,2283.3,CA,1,4,Recycle,1,75,COUNTY,WINERY
14590,2283.3,CA,1,6,Recycle,1,75,COUNTY,WINERY
14652,1503.97,CA,1,4,Garbage,2,1278.97,S,RESTAURANT
14652,1503.97,CA,1,4,Garbage,2,1278.97,S,RESTAURANT
14652,1503.97,CA,3,0.48,Recycle,1,0,S,RESTAURANT
14652,1503.97,CA,3,0.32,Compost,3,0,S,RESTAURANT
14652,1503.97,CA,3,0.32,Compost,3,0,S,RESTAURANT
14652,1503.97,CA,3,0.32,Compost,3,0,S,RESTAURANT
14652,1503.97,CA,1,4,Recycle,1,75,S,RESTAURANT
14652,1503.97,CA,1,4,Recycle,2,75,S,RESTAURANT
14652,1503.97,CA,1,4,Recycle,2,75,S,RESTAURANT
14682,44.86,CA,1,0.16,Garbage,1,44.86,COUNTY,VINEYARD
14682,44.86,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
14682,44.86,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
14698,179.42,CA,1,0.48,Recycle,1,0,COUNTY,LODGING-FW
14698,179.42,CA,1,0.48,Compost,1,0,COUNTY,LODGING-FW
14698,179.42,CA,1,0.32,Garbage,1,89.71,COUNTY,LODGING-FW
14698,179.42,CA,1,0.48,Recycle,1,0,COUNTY,LODGING-FW
14772,69.28,CA,1,0.32,Garbage,1,69.28,C,WINERY
14772,69.28,CA,1,0.48,Recycle,1,0,C,WINERY
14772,69.28,CA,1,0.48,Compost,1,0,C,WINERY
14793,311.79,CA,3,0.48,Garbage,1,103.93,C,LODGING
14793,311.79,CA,3,0.48,Recycle,1,0,C,LODGING
14793,311.79,CA,1,0.48,Compost,1,0,C,LODGING
14849,283.86,CA,2,0.48,Garbage,1,103.93,C,WINERY
14849,283.86,CA,1,0.48,Recycle,1,0,C,WINERY
14849,283.86,CA,1,0.48,Recycle,1,76,C,WINERY
14849,283.86,CA,2,0.48,Compost,1,0,C,WINERY
14953,890.4,CA,1,4,Garbage,1,890.4,COUNTY,MULTIFAMIL
14953,890.4,CA,1,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14953,890.4,CA,1,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14953,890.4,CA,1,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
14953,890.4,CA,10,CO,"",0,0,COUNTY,MULTIFAMIL
14953,890.4,CA,2,0.32,Compost,1,0,COUNTY,MULTIFAMIL
14989,103.93,CA,1,0.48,Garbage,1,103.93,C,LODGING-FW
14989,103.93,CA,1,0.48,Compost,1,0,C,LODGING-FW
14989,103.93,CA,1,0.48,Recycle,1,0,C,LODGING-FW
15156,32.62,CA,1,0.16,Garbage,1,32.62,S,OFFICE BLD
15156,32.62,CA,1,0.48,Recycle,1,0,S,OFFICE BLD
15200,3741.12,MA,27,0.16,Garbage,4,138.56,C,MEMBER
15200,3741.12,MA,27,0.16,Garbage,4,138.56,C,MEMBER
15200,3741.12,MA,27,0.16,Garbage,4,138.56,C,MEMBER
15200,3741.12,MA,27,0.16,Garbage,4,138.56,C,MEMBER
15200,3741.12,MA,2,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,2,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,2,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,2,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15200,3741.12,MA,1,0.48,Recycle,1,0,C,MEMBER
15204,89.71,CA,1,0.32,Garbage,1,89.71,COUNTY,POLICEFIRE
15204,89.71,CA,1,0.48,Recycle,1,0,COUNTY,POLICEFIRE
15224,0,CA,1,0.48,Recycle,1,0,C,SCHOOL
15224,0,CA,1,0.48,Recycle,1,0,C,SCHOOL
15224,0,CA,4,0.32,Compost,2,0,C,SCHOOL
15224,0,CA,4,0.32,Compost,2,0,C,SCHOOL
15224,0,CA,1,4,"",1,0,C,SCHOOL
15226,179.42,CA,1,0.32,Garbage,1,89.71,COUNTY,WINERY
15226,179.42,CA,1,0.32,Garbage,1,89.71,COUNTY,WINERY
15226,179.42,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
15226,179.42,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
15226,179.42,CA,1,0.48,Compost,1,0,COUNTY,WINERY
15246,1170.67,CA,1,2,Garbage,1,482.56,COUNTY,WINERY
15246,1170.67,CA,1,2,Garbage,0,0,COUNTY,WINERY
15246,1170.67,CA,1,4,Recycle,1,688.11,COUNTY,WINERY
15259,1071.82,CA,1,6,Garbage,1,973.95,S,VINEYARD
15259,1071.82,CA,1,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,CA,1,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,CA,1,0.48,Recycle,1,0,S,VINEYARD
15259,1071.82,CA,1,0.48,Garbage,1,97.87,S,VINEYARD
15259,1071.82,CA,1,0.48,Recycle,1,0,S,VINEYARD
15290,97.87,CA,1,0.48,Garbage,1,97.87,S,MIXED USE
15290,97.87,CA,1,0.48,Recycle,1,0,S,MIXED USE
15290,97.87,CA,1,0.48,Compost,1,0,S,MIXED USE
15344,7267.84,CA,1,6,Garbage,2,4191.89,COUNTY,WINERY
15344,7267.84,CA,1,6,Garbage,2,4191.89,COUNTY,WINERY
15344,7267.84,CA,1,4,Recycle,1,1085.33,COUNTY,WINERY
15344,7267.84,CA,1,6,Compost,1,882.81,COUNTY,WINERY
15344,7267.84,CA,1,6,Compost,1,882.81,COUNTY,WINERY
15344,7267.84,CA,1,4,Recycle,1,75,COUNTY,WINERY
15344,7267.84,CA,2,4,Recycle,3,75,COUNTY,WINERY
15344,7267.84,CA,2,4,Recycle,3,75,COUNTY,WINERY
15344,7267.84,CA,2,4,Recycle,3,75,COUNTY,WINERY
15344,7267.84,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
15408,631.71,CA,1,2,Garbage,1,540.19,COUNTY,VINEYARD
15408,631.71,CA,1,0.48,Recycle,1,0,COUNTY,VINEYARD
15408,631.71,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
15408,631.71,CA,1,0.48,Compost,1,91.52,COUNTY,VINEYARD
15431,242.99,CA,1,0.48,"",1,242.99,COUNTY,VINEYARD
15431,242.99,CA,1,0.48,Compost,1,0,COUNTY,VINEYARD
15460,303.72,CA,3,0.48,Garbage,1,101.24,Y,RESTAURANT
15460,303.72,CA,3,0.48,Recycle,1,0,Y,RESTAURANT
15481,1373.25,CA,1,6,Garbage,1,1298.25,COUNTY,WINERY
15481,1373.25,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
15481,1373.25,CA,1,0.48,Recycle,1,0,COUNTY,WINERY
15481,1373.25,CA,1,6,Recycle,1,75,COUNTY,WINERY
15511,708.93,CA,1,4,Garbage,1,668.93,S,LODGING
15511,708.93,CA,1,LU,"",1,40,S,LODGING
15511,708.93,CA,3,0.48,Recycle,1,0,S,LODGING
15511,708.93,CA,1,0.48,Compost,1,0,S,LODGING
15548,195.74,CA,1,0.48,Garbage,1,97.87,S,RESTAURANT
15548,195.74,CA,1,0.48,Garbage,1,97.87,S,RESTAURANT
15548,195.74,CA,1,0.48,Recycle,1,0,S,RESTAURANT
15548,195.74,CA,1,0.48,Recycle,1,0,S,RESTAURANT
15640,415.72,CA,1,0.48,Garbage,1,103.93,C,LODGING
15640,415.72,CA,1,0.48,Garbage,1,103.93,C,LODGING
15640,415.72,CA,1,0.48,Garbage,1,103.93,C,LODGING
15640,415.72,CA,1,0.48,Garbage,1,103.93,C,LODGING
15640,415.72,CA,1,0.48,Recycle,1,0,C,LODGING
15640,415.72,CA,1,0.48,Recycle,1,0,C,LODGING
15640,415.72,CA,1,0.48,Recycle,1,0,C,LODGING
15640,415.72,CA,2,0.48,Compost,1,0,C,LODGING
15641,179.44,CA,2,0.48,Recycle,1,0,COUNTY,MULTIFAMIL
15641,179.44,CA,4,0.16,Garbage,1,44.86,COUNTY,MULTIFAMIL
15650,813.98,CA,1,4,Garbage,1,813.98,C,MINI MART
15672,391.48,CA,4,0.48,Garbage,1,97.87,S,MULTIFAMIL
15672,391.48,CA,3,0.48,Recycle,1,0,S,MULTIFAMIL
15672,391.48,CA,1,0.48,Compost,1,0,S,MULTIFAMIL
15673,391.48,CA,4,0.48,Garbage,1,97.87,S,MULTIFAMIL
15673,391.48,CA,4,0.48,Recycle,1,0,S,MULTIFAMIL
15673,391.48,CA,1,0.48,Compost,1,0,S,MULTIFAMIL
15678,482.56,CA,1,2,Garbage,1,482.56,COUNTY,UTILITY
15678,482.56,CA,1,0.48,Recycle,1,0,COUNTY,UTILITY
15833,742.46,CA,1,2,Garbage,1,439.46,C,DELI/CAFE
15833,742.46,CA,3,0.48,Recycle,1,0,C,DELI/CAFE
15833,742.46,CA,4,0.32,Compost,3,0,C,DELI/CAFE
15833,742.46,CA,4,0.32,Compost,3,0,C,DELI/CAFE
15833,742.46,CA,4,0.32,Compost,3,0,C,DELI/CAFE
15833,742.46,CA,3,0.48,Recycle,1,76,C,DELI/CAFE
15833,742.46,CA,1,4,Recycle,1,75,C,DELI/CAFE
15850,195.74,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
15850,195.74,CA,1,0.48,Garbage,1,97.87,S,COMMUNITY
15850,195.74,CA,1,0.48,Recycle,1,0,S,COMMUNITY
15850,195.74,CA,1,0.48,Recycle,1,0,S,COMMUNITY
15882,293.61,CA,2,0.48,Garbage,1,97.87,S,MULTIFAMIL
15882,293.61,CA,1,0.48,Garbage,1,97.87,S,MULTIFAMIL
15882,293.61,CA,3,0.48,Recycle,1,0,S,MULTIFAMIL
15882,293.61,CA,1,0.48,Compost,1,0,S,MULTIFAMIL
15940,65.25,CA,1,0.32,Garbage,1,65.25,S,HOME IMPRO
15940,65.25,CA,1,0.48,Recycle,1,0,S,HOME IMPRO
15996,771.01,CA,1,4,Garbage,1,696.01,S,WINERY
15996,771.01,CA,1,4,Recycle,1,75,S,WINERY
15996,771.01,CA,3,0.48,Recycle,1,0,S,WINERY
15996,771.01,CA,1,0.48,Compost,1,0,S,WINERY
16032,97.87,CA,1,0.48,Garbage,1,97.87,S,AUTO
